access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,3227569.3083,202297.0226,0.1566,131072.0000,16384.0000,0.0086,1.2958,0.0749,1.2995,1024,0
read,3014622.1068,188880.8712,0.1682,131072.0000,16384.0000,0.0068,1.3879,0.0691,1.3913,1024,0
write,3252449.9042,203835.4450,0.1581,131072.0000,16384.0000,0.0070,1.2861,0.0743,1.2896,1024,1
read,3002337.2389,188096.0379,0.1697,131072.0000,16384.0000,0.0067,1.3937,0.0737,1.3970,1024,1
write,3229043.2490,202346.2397,0.1576,131072.0000,16384.0000,0.0081,1.2955,0.0810,1.2989,1024,2
read,3017732.6015,189060.7020,0.1695,131072.0000,16384.0000,0.0067,1.3866,0.0645,1.3899,1024,2
write,3273214.5232,205096.1093,0.1570,131072.0000,16384.0000,0.0064,1.2782,0.0632,1.2814,1024,3
read,3011425.2259,188642.8799,0.1699,131072.0000,16384.0000,0.0064,1.3896,0.0707,1.3928,1024,3
write,3229970.4830,202421.8618,0.1589,131072.0000,16384.0000,0.0070,1.2950,0.0753,1.2986,1024,4
read,3020172.7352,189228.9553,0.1688,131072.0000,16384.0000,0.0068,1.3853,0.0640,1.3888,1024,4
write,3274732.8966,205174.6052,0.1584,131072.0000,16384.0000,0.0062,1.2777,0.0593,1.2808,1024,5
read,3023209.4941,189371.6729,0.1711,131072.0000,16384.0000,0.0061,1.3843,0.0691,1.3874,1024,5
write,3229375.7826,202323.4524,0.1564,131072.0000,16384.0000,0.0062,1.2957,0.0742,1.2988,1024,6
read,3030682.2399,189835.2013,0.1690,131072.0000,16384.0000,0.0060,1.3809,0.0610,1.3839,1024,6
write,3257754.9181,204130.8116,0.1572,131072.0000,16384.0000,0.0065,1.2842,0.0788,1.2875,1024,7
read,2989504.2262,187275.2661,0.1710,131072.0000,16384.0000,0.0063,1.3998,0.0671,1.4030,1024,7
write,3221543.0252,201868.8187,0.1577,131072.0000,16384.0000,0.0079,1.2986,0.0759,1.3020,1024,8
read,2987683.0780,187161.7469,0.1732,131072.0000,16384.0000,0.0064,1.4006,0.0798,1.4039,1024,8
write,2800018.0879,175389.0426,0.1651,131072.0000,16384.0000,0.0065,1.4946,0.2867,1.4980,1024,9
read,2986230.0881,187061.7307,0.1724,131072.0000,16384.0000,0.0063,1.4014,0.0617,1.4045,1024,9
