access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,172837.6260,10835.6638,0.1382,131072.0000,16384.0000,0.0069,1.1340,0.0536,1.1375,48,0
read,109196.6431,6837.3398,0.2058,131072.0000,16384.0000,0.0070,1.7972,0.5155,1.8005,48,0
write,173019.5248,10848.3585,0.1391,131072.0000,16384.0000,0.0069,1.1327,0.0455,1.1363,48,1
read,108055.8205,6766.6469,0.1971,131072.0000,16384.0000,0.0071,1.8160,0.3488,1.8195,48,1
write,173734.7484,10891.0294,0.1391,131072.0000,16384.0000,0.0066,1.1283,0.0520,1.1317,48,2
read,111295.9142,6970.6804,0.2108,131072.0000,16384.0000,0.0074,1.7628,0.4171,1.7665,48,2
write,172299.3291,10801.2876,0.1402,131072.0000,16384.0000,0.0067,1.1376,0.0600,1.1411,48,3
read,111292.6998,6970.8435,0.2021,131072.0000,16384.0000,0.0076,1.7628,0.3593,1.7666,48,3
write,172898.9052,10838.1475,0.1407,131072.0000,16384.0000,0.0066,1.1338,0.0586,1.1371,48,4
read,112264.6834,7031.7599,0.2128,131072.0000,16384.0000,0.0075,1.7475,0.3580,1.7513,48,4
write,173204.5717,10858.0764,0.1403,131072.0000,16384.0000,0.0066,1.1317,0.0425,1.1351,48,5
read,111864.1137,7006.2043,0.2126,131072.0000,16384.0000,0.0073,1.7539,0.4373,1.7576,48,5
write,173892.2825,10901.6493,0.1342,131072.0000,16384.0000,0.0068,1.1272,0.0537,1.1306,48,6
read,112184.2120,7025.7967,0.2007,131072.0000,16384.0000,0.0071,1.7490,0.3973,1.7525,48,6
write,173491.0245,10878.3036,0.1394,131072.0000,16384.0000,0.0072,1.1296,0.0551,1.1332,48,7
read,109610.7410,6864.3712,0.2091,131072.0000,16384.0000,0.0071,1.7901,0.3485,1.7937,48,7
write,173320.1904,10866.4322,0.1386,131072.0000,16384.0000,0.0068,1.1308,0.0472,1.1344,48,8
read,110063.6478,6892.6716,0.2079,131072.0000,16384.0000,0.0070,1.7828,0.3788,1.7863,48,8
write,173298.3362,10865.2983,0.1387,131072.0000,16384.0000,0.0070,1.1309,0.0400,1.1345,48,9
read,113994.0925,7139.5366,0.1877,131072.0000,16384.0000,0.0071,1.7211,0.3839,1.7247,48,9
