access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,410519.8099,205853.2528,0.0191,131072.0000,2048.0000,0.0071,1.2735,0.0557,1.2771,128,0
read,230485.9645,115417.8241,0.0351,131072.0000,2048.0000,0.0069,2.2713,0.0323,2.2747,128,0
write,417852.5977,209501.0190,0.0191,131072.0000,2048.0000,0.0068,1.2513,0.0322,1.2547,128,1
read,232448.9924,116398.5605,0.0349,131072.0000,2048.0000,0.0068,2.2521,0.0232,2.2555,128,1
write,418795.5224,209964.6564,0.0191,131072.0000,2048.0000,0.0067,1.2485,0.0305,1.2519,128,2
read,232182.3576,116261.9793,0.0349,131072.0000,2048.0000,0.0067,2.2548,0.0270,2.2581,128,2
write,421298.2815,211212.2915,0.0191,131072.0000,2048.0000,0.0066,1.2411,0.0258,1.2445,128,3
read,231430.4064,115881.0389,0.0351,131072.0000,2048.0000,0.0066,2.2622,0.0256,2.2654,128,3
write,422554.2134,211829.0951,0.0192,131072.0000,2048.0000,0.0064,1.2375,0.0188,1.2408,128,4
read,233102.8712,116716.3952,0.0348,131072.0000,2048.0000,0.0063,2.2460,0.0195,2.2492,128,4
write,421103.3664,211107.1378,0.0191,131072.0000,2048.0000,0.0065,1.2418,0.0250,1.2450,128,5
read,233160.0138,116748.4812,0.0348,131072.0000,2048.0000,0.0064,2.2454,0.0238,2.2486,128,5
write,422964.7332,212073.9957,0.0191,131072.0000,2048.0000,0.0068,1.2361,0.0213,1.2396,128,6
read,232175.6897,116263.2578,0.0348,131072.0000,2048.0000,0.0068,2.2547,0.0258,2.2582,128,6
write,422611.4644,211875.5067,0.0191,131072.0000,2048.0000,0.0066,1.2373,0.0236,1.2406,128,7
read,233516.0051,116928.6583,0.0348,131072.0000,2048.0000,0.0065,2.2419,0.0301,2.2452,128,7
write,422974.9841,212042.0538,0.0190,131072.0000,2048.0000,0.0064,1.2363,0.0230,1.2395,128,8
read,233670.1473,117000.8376,0.0347,131072.0000,2048.0000,0.0063,2.2405,0.0213,2.2437,128,8
write,422986.5372,212069.4963,0.0191,131072.0000,2048.0000,0.0066,1.2361,0.0230,1.2395,128,9
read,232341.8624,116340.9695,0.0350,131072.0000,2048.0000,0.0065,2.2532,0.0214,2.2565,128,9
