access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,493014.0835,31023.6561,0.0642,131072.0000,16384.0000,0.0069,0.5281,0.0186,0.5317,64,0
read,438448.6172,27556.6050,0.0724,131072.0000,16384.0000,0.0066,0.5946,0.0197,0.5979,64,0
write,492151.4547,30963.5062,0.0648,131072.0000,16384.0000,0.0068,0.5291,0.0196,0.5326,64,1
read,437357.8961,27487.8567,0.0722,131072.0000,16384.0000,0.0067,0.5960,0.0185,0.5994,64,1
write,492973.4110,31011.2099,0.0643,131072.0000,16384.0000,0.0067,0.5283,0.0177,0.5318,64,2
read,437579.1237,27508.3449,0.0727,131072.0000,16384.0000,0.0069,0.5956,0.0162,0.5991,64,2
write,491691.6957,30925.0618,0.0640,131072.0000,16384.0000,0.0065,0.5298,0.0223,0.5331,64,3
read,438179.5309,27536.8283,0.0719,131072.0000,16384.0000,0.0066,0.5950,0.0197,0.5983,64,3
write,492105.4181,30939.3611,0.0631,131072.0000,16384.0000,0.0062,0.5296,0.0250,0.5327,64,4
read,436256.6629,27407.2135,0.0723,131072.0000,16384.0000,0.0061,0.5978,0.0213,0.6009,64,4
write,492988.2203,30995.9075,0.0644,131072.0000,16384.0000,0.0062,0.5286,0.0204,0.5317,64,5
read,437864.2121,27508.5872,0.0718,131072.0000,16384.0000,0.0061,0.5956,0.0215,0.5987,64,5
write,492356.8521,30966.3805,0.0642,131072.0000,16384.0000,0.0065,0.5291,0.0198,0.5324,64,6
read,437387.1250,27487.1200,0.0724,131072.0000,16384.0000,0.0065,0.5961,0.0171,0.5993,64,6
write,480237.5820,30189.3512,0.0649,131072.0000,16384.0000,0.0062,0.5427,0.0233,0.5459,64,7
read,435753.3649,27375.2783,0.0722,131072.0000,16384.0000,0.0061,0.5985,0.0209,0.6016,64,7
write,492951.9722,30997.7810,0.0643,131072.0000,16384.0000,0.0063,0.5286,0.0190,0.5318,64,8
read,436299.4216,27413.7188,0.0728,131072.0000,16384.0000,0.0063,0.5977,0.0192,0.6008,64,8
write,491368.2451,30905.4515,0.0636,131072.0000,16384.0000,0.0066,0.5301,0.0216,0.5335,64,9
read,437641.9994,27503.5888,0.0721,131072.0000,16384.0000,0.0065,0.5957,0.0189,0.5990,64,9
