access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,186060.2067,11747.4974,0.0423,131072.0000,16384.0000,0.0067,0.3487,0.0101,0.3522,16,0
read,142746.7042,8985.1556,0.0562,131072.0000,16384.0000,0.0064,0.4559,0.0066,0.4591,16,0
write,187029.3065,11806.3829,0.0425,131072.0000,16384.0000,0.0067,0.3469,0.0070,0.3504,16,1
read,142705.9445,8983.7367,0.0564,131072.0000,16384.0000,0.0066,0.4559,0.0050,0.4592,16,1
write,187620.8777,11840.3792,0.0425,131072.0000,16384.0000,0.0066,0.3459,0.0062,0.3493,16,2
read,140054.8275,8815.9174,0.0573,131072.0000,16384.0000,0.0066,0.4646,0.0066,0.4679,16,2
write,186774.5051,11782.9083,0.0424,131072.0000,16384.0000,0.0064,0.3476,0.0081,0.3509,16,3
read,142335.5822,8958.1177,0.0563,131072.0000,16384.0000,0.0064,0.4572,0.0070,0.4604,16,3
write,187570.9466,11831.6540,0.0419,131072.0000,16384.0000,0.0063,0.3462,0.0107,0.3494,16,4
read,142645.0706,8976.8878,0.0562,131072.0000,16384.0000,0.0062,0.4563,0.0065,0.4594,16,4
write,186935.9470,11787.6944,0.0424,131072.0000,16384.0000,0.0061,0.3475,0.0081,0.3506,16,5
read,142665.5783,8975.9404,0.0562,131072.0000,16384.0000,0.0060,0.4563,0.0065,0.4594,16,5
write,186364.9786,11754.2087,0.0423,131072.0000,16384.0000,0.0062,0.3485,0.0107,0.3517,16,6
read,143040.7883,9001.1900,0.0562,131072.0000,16384.0000,0.0062,0.4551,0.0051,0.4582,16,6
write,187667.1197,11838.7310,0.0421,131072.0000,16384.0000,0.0063,0.3460,0.0090,0.3492,16,7
read,142953.4545,8996.7638,0.0563,131072.0000,16384.0000,0.0062,0.4553,0.0048,0.4584,16,7
write,187927.0621,11851.9210,0.0427,131072.0000,16384.0000,0.0061,0.3456,0.0047,0.3487,16,8
read,142319.1482,8954.8632,0.0560,131072.0000,16384.0000,0.0060,0.4574,0.0096,0.4605,16,8
write,187334.5830,11815.1359,0.0429,131072.0000,16384.0000,0.0062,0.3467,0.0057,0.3498,16,9
read,143128.8998,9006.7536,0.0560,131072.0000,16384.0000,0.0061,0.4548,0.0069,0.4579,16,9
