access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,313233.6849,19666.1189,0.1004,131072.0000,16384.0000,0.0072,0.8331,0.0372,0.8369,64,0
read,278954.9026,17499.1900,0.1134,131072.0000,16384.0000,0.0069,0.9363,0.0360,0.9397,64,0
write,314209.4701,19724.1176,0.1019,131072.0000,16384.0000,0.0071,0.8307,0.0400,0.8343,64,1
read,277396.3888,17398.6529,0.1155,131072.0000,16384.0000,0.0067,0.9417,0.0326,0.9450,64,1
write,315129.2024,19771.7305,0.0997,131072.0000,16384.0000,0.0063,0.8287,0.0307,0.8319,64,2
read,277590.2412,17410.7267,0.1151,131072.0000,16384.0000,0.0077,0.9410,0.0355,0.9444,64,2
write,313750.6742,19691.3367,0.1016,131072.0000,16384.0000,0.0068,0.8320,0.0357,0.8355,64,3
read,276643.3758,17352.5882,0.1159,131072.0000,16384.0000,0.0067,0.9442,0.0286,0.9476,64,3
write,310944.6049,19514.0745,0.1041,131072.0000,16384.0000,0.0068,0.8396,0.0286,0.8431,64,4
read,276969.6510,17372.7326,0.1158,131072.0000,16384.0000,0.0067,0.9431,0.0248,0.9465,64,4
write,314554.8310,19740.7816,0.1025,131072.0000,16384.0000,0.0067,0.8300,0.0270,0.8334,64,5
read,277124.5557,17381.8946,0.1148,131072.0000,16384.0000,0.0066,0.9426,0.0307,0.9459,64,5
write,312412.7350,19609.7697,0.1005,131072.0000,16384.0000,0.0069,0.8355,0.0361,0.8391,64,6
read,278506.4985,17466.5210,0.1161,131072.0000,16384.0000,0.0064,0.9380,0.0318,0.9412,64,6
write,314401.6532,19727.5433,0.1013,131072.0000,16384.0000,0.0064,0.8305,0.0322,0.8338,64,7
read,276695.6591,17352.2727,0.1158,131072.0000,16384.0000,0.0063,0.9442,0.0305,0.9474,64,7
write,314277.2779,19724.2648,0.1021,131072.0000,16384.0000,0.0067,0.8307,0.0361,0.8341,64,8
read,278078.0992,17440.4956,0.1150,131072.0000,16384.0000,0.0064,0.9394,0.0347,0.9427,64,8
write,314571.7500,19736.3366,0.1019,131072.0000,16384.0000,0.0063,0.8301,0.0369,0.8333,64,9
read,278314.3939,17454.0594,0.1157,131072.0000,16384.0000,0.0063,0.9387,0.0316,0.9419,64,9
