access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,48696.0676,24413.7005,0.0209,131072.0000,2048.0000,0.0070,1.3422,0.0109,1.3458,16,0
read,23855.3445,11942.2307,0.0425,131072.0000,2048.0000,0.0067,2.7439,0.0300,2.7472,16,0
write,49201.1301,24664.3359,0.0206,131072.0000,2048.0000,0.0066,1.3286,0.0126,1.3320,16,1
read,23854.8146,11941.7918,0.0426,131072.0000,2048.0000,0.0066,2.7440,0.0205,2.7473,16,1
write,49307.5149,24718.4404,0.0206,131072.0000,2048.0000,0.0068,1.3256,0.0090,1.3291,16,2
read,23893.7439,11961.7740,0.0425,131072.0000,2048.0000,0.0069,2.7394,0.0217,2.7428,16,2
write,49283.9018,24700.9993,0.0206,131072.0000,2048.0000,0.0062,1.3266,0.0130,1.3298,16,3
read,23914.8000,11971.0124,0.0426,131072.0000,2048.0000,0.0062,2.7373,0.0172,2.7404,16,3
write,48311.4005,24213.3343,0.0209,131072.0000,2048.0000,0.0063,1.3533,0.0146,1.3565,16,4
read,23885.2003,11956.4107,0.0425,131072.0000,2048.0000,0.0062,2.7406,0.0231,2.7438,16,4
write,49270.9954,24699.5432,0.0206,131072.0000,2048.0000,0.0068,1.3267,0.0145,1.3301,16,5
read,23881.2492,11955.3665,0.0427,131072.0000,2048.0000,0.0067,2.7409,0.0213,2.7442,16,5
write,49486.7577,24803.2550,0.0205,131072.0000,2048.0000,0.0063,1.3211,0.0110,1.3243,16,6
read,23795.4156,11911.3879,0.0427,131072.0000,2048.0000,0.0062,2.7510,0.0222,2.7541,16,6
write,49331.3808,24729.3148,0.0205,131072.0000,2048.0000,0.0067,1.3251,0.0161,1.3285,16,7
read,23884.8786,11957.0723,0.0426,131072.0000,2048.0000,0.0066,2.7405,0.0172,2.7438,16,7
write,49320.9449,24719.0940,0.0204,131072.0000,2048.0000,0.0061,1.3256,0.0169,1.3288,16,8
read,23863.6493,11945.2739,0.0425,131072.0000,2048.0000,0.0061,2.7432,0.0230,2.7463,16,8
write,48233.5278,24174.5353,0.0210,131072.0000,2048.0000,0.0064,1.3555,0.0166,1.3587,16,9
read,23903.1729,11965.6043,0.0425,131072.0000,2048.0000,0.0063,2.7385,0.0168,2.7417,16,9
