access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,2503526.9222,1254380.9493,0.0256,131072.0000,2048.0000,0.0070,1.6719,0.0786,1.6754,1024,0
read,1482396.3540,742055.7614,0.0436,131072.0000,2048.0000,0.0067,2.8261,0.0728,2.8294,1024,0
write,2561870.2219,1283496.1479,0.0249,131072.0000,2048.0000,0.0067,1.6339,0.0762,1.6372,1024,1
read,1692637.1969,847420.4598,0.0381,131072.0000,2048.0000,0.0067,2.4747,0.0596,2.4780,1024,1
write,2496406.0682,1250840.6784,0.0256,131072.0000,2048.0000,0.0072,1.6766,0.0817,1.6801,1024,2
read,1741944.4382,872232.0508,0.0369,131072.0000,2048.0000,0.0072,2.4044,0.0491,2.4078,1024,2
write,2586576.0950,1295888.6500,0.0248,131072.0000,2048.0000,0.0066,1.6183,0.0724,1.6216,1024,3
read,1737823.9068,870086.8111,0.0373,131072.0000,2048.0000,0.0076,2.4103,0.0487,2.4135,1024,3
write,2571667.1475,1288398.4030,0.0249,131072.0000,2048.0000,0.0066,1.6277,0.0809,1.6310,1024,4
read,1738092.6102,870194.4079,0.0370,131072.0000,2048.0000,0.0066,2.4100,0.0642,2.4132,1024,4
write,2591594.4139,1298454.4956,0.0246,131072.0000,2048.0000,0.0068,1.6151,0.0690,1.6184,1024,5
read,1735914.9873,869133.4628,0.0370,131072.0000,2048.0000,0.0067,2.4129,0.0521,2.4162,1024,5
write,2588411.9828,1296905.5098,0.0248,131072.0000,2048.0000,0.0069,1.6170,0.0728,1.6204,1024,6
read,1741784.3878,872097.8363,0.0371,131072.0000,2048.0000,0.0069,2.4047,0.0579,2.4081,1024,6
write,2562142.5945,1283653.2979,0.0245,131072.0000,2048.0000,0.0067,1.6337,0.0889,1.6370,1024,7
read,1722042.1258,862173.9887,0.0375,131072.0000,2048.0000,0.0067,2.4324,0.0528,2.4357,1024,7
write,2230197.7967,1117091.1516,0.0271,131072.0000,2048.0000,0.0069,1.8773,0.2599,1.8807,1024,8
read,1680501.8798,841373.1821,0.0380,131072.0000,2048.0000,0.0068,2.4925,0.0794,2.4959,1024,8
write,2072141.1327,1037798.9153,0.0282,131072.0000,2048.0000,0.0069,2.0208,0.3904,2.0241,1024,9
read,1642073.5687,822094.7326,0.0387,131072.0000,2048.0000,0.0075,2.5510,0.0810,2.5543,1024,9
