access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,1089311.8562,68343.3491,0.1171,131072.0000,16384.0000,0.0071,0.9589,0.0594,0.9626,256,0
read,1033113.4278,64785.3995,0.1242,131072.0000,16384.0000,0.0078,1.0116,0.0446,1.0150,256,0
write,1095870.3247,68742.7977,0.1166,131072.0000,16384.0000,0.0067,0.9534,0.0497,0.9568,256,1
read,1036235.4635,64976.7509,0.1240,131072.0000,16384.0000,0.0066,1.0086,0.0553,1.0119,256,1
write,1094154.1022,68622.1534,0.1159,131072.0000,16384.0000,0.0067,0.9550,0.0598,0.9583,256,2
read,1033057.3714,64785.2010,0.1235,131072.0000,16384.0000,0.0067,1.0116,0.0491,1.0150,256,2
write,1097613.0316,68831.2932,0.1125,131072.0000,16384.0000,0.0063,0.9521,0.0519,0.9553,256,3
read,1035026.6228,64887.6961,0.1236,131072.0000,16384.0000,0.0062,1.0100,0.0457,1.0131,256,3
write,1099006.0850,68921.2782,0.1163,131072.0000,16384.0000,0.0064,0.9509,0.0514,0.9541,256,4
read,1034871.2416,64881.5391,0.1235,131072.0000,16384.0000,0.0062,1.0101,0.0551,1.0132,256,4
write,1087770.7739,68218.4125,0.1172,131072.0000,16384.0000,0.0066,0.9607,0.0508,0.9640,256,5
read,1034300.5308,64850.9092,0.1241,131072.0000,16384.0000,0.0064,1.0106,0.0409,1.0138,256,5
write,1095686.0400,68708.4834,0.1166,131072.0000,16384.0000,0.0063,0.9538,0.0454,0.9570,256,6
read,1030933.6628,64631.2284,0.1231,131072.0000,16384.0000,0.0061,1.0140,0.0484,1.0171,256,6
write,1093938.2857,68628.2526,0.1147,131072.0000,16384.0000,0.0071,0.9549,0.0537,0.9585,256,7
read,1030662.1105,64640.4084,0.1223,131072.0000,16384.0000,0.0069,1.0139,0.0475,1.0174,256,7
write,1099366.7862,68943.3185,0.1176,131072.0000,16384.0000,0.0063,0.9506,0.0499,0.9538,256,8
read,1034234.1307,64837.8303,0.1249,131072.0000,16384.0000,0.0061,1.0108,0.0495,1.0139,256,8
write,1100633.9993,69041.0700,0.1159,131072.0000,16384.0000,0.0069,0.9492,0.0437,0.9527,256,9
read,1038541.4553,65128.3639,0.1238,131072.0000,16384.0000,0.0067,1.0063,0.0405,1.0097,256,9
