access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,3198438.5495,201013.7104,0.0772,131072.0000,16384.0000,0.0072,0.6521,0.0884,0.6557,512,0
read,3223249.4460,202508.5428,0.0758,131072.0000,16384.0000,0.0070,0.6472,0.0457,0.6506,512,0
write,3139256.4660,197195.9247,0.0797,131072.0000,16384.0000,0.0068,0.6647,0.0958,0.6680,512,1
read,3209387.3303,201602.0968,0.0770,131072.0000,16384.0000,0.0069,0.6502,0.0464,0.6534,512,1
write,3326398.8793,209053.2162,0.0728,131072.0000,16384.0000,0.0071,0.6270,0.0691,0.6305,512,2
read,3173915.0753,199395.7489,0.0768,131072.0000,16384.0000,0.0071,0.6573,0.0545,0.6607,512,2
write,3445120.9019,216481.9114,0.0733,131072.0000,16384.0000,0.0066,0.6055,0.0520,0.6087,512,3
read,3204170.8502,201234.4496,0.0766,131072.0000,16384.0000,0.0066,0.6513,0.0458,0.6545,512,3
write,3268627.7565,205357.0500,0.0740,131072.0000,16384.0000,0.0068,0.6383,0.0780,0.6416,512,4
read,3210483.7546,201665.0308,0.0776,131072.0000,16384.0000,0.0067,0.6499,0.0429,0.6532,512,4
write,3131572.7343,196707.6599,0.0794,131072.0000,16384.0000,0.0068,0.6663,0.0883,0.6697,512,5
read,3206889.2053,201432.0537,0.0771,131072.0000,16384.0000,0.0067,0.6507,0.0451,0.6540,512,5
write,3325192.9553,208942.2990,0.0738,131072.0000,16384.0000,0.0069,0.6273,0.0671,0.6307,512,6
read,3201313.7848,201099.7411,0.0778,131072.0000,16384.0000,0.0068,0.6518,0.0439,0.6551,512,6
write,3428551.5584,215484.6320,0.0706,131072.0000,16384.0000,0.0069,0.6083,0.0545,0.6117,512,7
read,3193251.7757,200600.6147,0.0763,131072.0000,16384.0000,0.0068,0.6534,0.0495,0.6567,512,7
write,3287686.3403,206542.3408,0.0757,131072.0000,16384.0000,0.0067,0.6346,0.0755,0.6379,512,8
read,3210326.7419,201641.7310,0.0769,131072.0000,16384.0000,0.0066,0.6500,0.0490,0.6533,512,8
write,3177359.1433,199569.9767,0.0781,131072.0000,16384.0000,0.0066,0.6568,0.0804,0.6600,512,9
read,3234075.3154,203129.8905,0.0784,131072.0000,16384.0000,0.0065,0.6453,0.0424,0.6485,512,9
