access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,1951835.9229,122405.2071,0.1319,131072.0000,16384.0000,0.0069,1.0708,0.0552,1.0745,512,0
read,1777312.3551,111399.2415,0.1450,131072.0000,16384.0000,0.0066,1.1766,0.0668,1.1800,512,0
write,1948453.5858,122180.8012,0.1305,131072.0000,16384.0000,0.0070,1.0728,0.0596,1.0763,512,1
read,1777530.7260,111414.7515,0.1423,131072.0000,16384.0000,0.0069,1.1764,0.0612,1.1798,512,1
write,1953594.1938,122479.7922,0.1323,131072.0000,16384.0000,0.0078,1.0702,0.0498,1.0735,512,2
read,1771900.4503,111050.4961,0.1457,131072.0000,16384.0000,0.0065,1.1803,0.0612,1.1836,512,2
write,1950421.5496,122278.1176,0.1324,131072.0000,16384.0000,0.0065,1.0719,0.0571,1.0752,512,3
read,1772239.9603,111066.3803,0.1450,131072.0000,16384.0000,0.0064,1.1801,0.0647,1.1833,512,3
write,1937917.0349,121497.1862,0.1328,131072.0000,16384.0000,0.0066,1.0788,0.0576,1.0822,512,4
read,1768608.5007,110846.7826,0.1426,131072.0000,16384.0000,0.0065,1.1825,0.0689,1.1858,512,4
write,1933329.2061,121214.0312,0.1310,131072.0000,16384.0000,0.0072,1.0813,0.0645,1.0847,512,5
read,1769400.4423,110896.5783,0.1444,131072.0000,16384.0000,0.0065,1.1819,0.0691,1.1852,512,5
write,1947312.2178,122094.8374,0.1330,131072.0000,16384.0000,0.0067,1.0735,0.0579,1.0769,512,6
read,1775039.1736,111255.0272,0.1443,131072.0000,16384.0000,0.0068,1.1781,0.0682,1.1815,512,6
write,1954422.4055,122539.2253,0.1302,131072.0000,16384.0000,0.0068,1.0696,0.0642,1.0730,512,7
read,1776938.9504,111370.2650,0.1466,131072.0000,16384.0000,0.0065,1.1769,0.0572,1.1802,512,7
write,1950294.8409,122288.0455,0.1310,131072.0000,16384.0000,0.0068,1.0718,0.0670,1.0753,512,8
read,1774463.7321,111218.4076,0.1411,131072.0000,16384.0000,0.0065,1.1785,0.0658,1.1819,512,8
write,1941816.1180,121759.3613,0.1336,131072.0000,16384.0000,0.0068,1.0765,0.0652,1.0800,512,9
read,1768805.1747,110864.6878,0.1449,131072.0000,16384.0000,0.0066,1.1823,0.0677,1.1856,512,9
