access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,4773143.3876,298965.4810,0.2174,131072.0000,16384.0000,0.0085,1.7537,0.0934,1.7575,2048,0
read,4768189.1113,298616.0542,0.2152,131072.0000,16384.0000,0.0072,1.7557,0.0756,1.7593,2048,0
write,4718875.7983,295490.0360,0.2194,131072.0000,16384.0000,0.0067,1.7743,0.0832,1.7777,2048,1
read,4773553.3086,298910.4572,0.2137,131072.0000,16384.0000,0.0067,1.7540,0.0875,1.7573,2048,1
write,4722597.5849,295720.0729,0.2168,131072.0000,16384.0000,0.0066,1.7729,0.0891,1.7763,2048,2
read,4763496.6123,298273.2286,0.2140,131072.0000,16384.0000,0.0067,1.7577,0.0894,1.7610,2048,2
write,4708878.3969,294868.0437,0.2209,131072.0000,16384.0000,0.0079,1.7780,0.0957,1.7814,2048,3
read,4777827.0227,299180.4468,0.2177,131072.0000,16384.0000,0.0068,1.7524,0.0725,1.7557,2048,3
write,4710870.0716,295005.5453,0.2176,131072.0000,16384.0000,0.0069,1.7772,0.0948,1.7807,2048,4
read,4777424.1517,299167.1372,0.2139,131072.0000,16384.0000,0.0068,1.7525,0.0774,1.7559,2048,4
write,4712619.1404,295110.1814,0.2127,131072.0000,16384.0000,0.0068,1.7766,0.1004,1.7800,2048,5
read,4784781.8903,299616.7774,0.2156,131072.0000,16384.0000,0.0067,1.7499,0.0891,1.7532,2048,5
