access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,595659.2517,37380.6154,0.1069,131072.0000,16384.0000,0.0069,0.8766,0.0503,0.8802,128,0
read,560388.7705,35147.6341,0.1140,131072.0000,16384.0000,0.0066,0.9323,0.0385,0.9356,128,0
write,598318.4832,37546.3332,0.1064,131072.0000,16384.0000,0.0071,0.8727,0.0373,0.8763,128,1
read,557339.3917,34961.9670,0.1154,131072.0000,16384.0000,0.0070,0.9372,0.0397,0.9407,128,1
write,597844.9685,37506.3219,0.1047,131072.0000,16384.0000,0.0065,0.8737,0.0376,0.8770,128,2
read,558629.6458,35031.3775,0.1151,131072.0000,16384.0000,0.0064,0.9354,0.0340,0.9385,128,2
write,599711.1532,37621.4731,0.1075,131072.0000,16384.0000,0.0065,0.8710,0.0366,0.8742,128,3
read,558956.2335,35052.5074,0.1153,131072.0000,16384.0000,0.0064,0.9348,0.0424,0.9380,128,3
write,595397.6588,37356.3326,0.1087,131072.0000,16384.0000,0.0068,0.8772,0.0345,0.8806,128,4
read,555030.5467,34809.0272,0.1142,131072.0000,16384.0000,0.0065,0.9414,0.0350,0.9446,128,4
write,595482.1433,37357.9877,0.1077,131072.0000,16384.0000,0.0067,0.8771,0.0469,0.8804,128,5
read,559251.3424,35074.0477,0.1151,131072.0000,16384.0000,0.0066,0.9343,0.0357,0.9375,128,5
write,596581.6573,37432.5380,0.1050,131072.0000,16384.0000,0.0070,0.8754,0.0451,0.8788,128,6
read,557035.5725,34939.1163,0.1151,131072.0000,16384.0000,0.0068,0.9379,0.0435,0.9412,128,6
write,599443.8658,37612.4952,0.1073,131072.0000,16384.0000,0.0068,0.8712,0.0398,0.8746,128,7
read,556872.2232,34929.5085,0.1135,131072.0000,16384.0000,0.0067,0.9381,0.0299,0.9415,128,7
write,597855.2084,37508.2974,0.1047,131072.0000,16384.0000,0.0068,0.8736,0.0420,0.8769,128,8
read,558910.7723,35053.3745,0.1146,131072.0000,16384.0000,0.0065,0.9348,0.0251,0.9381,128,8
write,597598.9916,37486.7622,0.1041,131072.0000,16384.0000,0.0064,0.8741,0.0454,0.8773,128,9
read,560269.1239,35134.4890,0.1136,131072.0000,16384.0000,0.0062,0.9326,0.0309,0.9358,128,9
