access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,203838.6193,102205.5556,0.0198,131072.0000,2048.0000,0.0069,1.2824,0.0308,1.2860,64,0
read,115786.7087,57978.9612,0.0350,131072.0000,2048.0000,0.0066,2.2607,0.0230,2.2640,64,0
write,211776.2179,106162.1097,0.0191,131072.0000,2048.0000,0.0063,1.2346,0.0260,1.2378,64,1
read,115578.5677,57869.3254,0.0351,131072.0000,2048.0000,0.0063,2.2650,0.0200,2.2681,64,1
write,215362.1469,107967.9428,0.0188,131072.0000,2048.0000,0.0064,1.2140,0.0177,1.2172,64,2
read,116693.9616,58429.8489,0.0349,131072.0000,2048.0000,0.0064,2.2432,0.0201,2.2464,64,2
write,216279.0034,108442.7245,0.0187,131072.0000,2048.0000,0.0067,1.2087,0.0144,1.2121,64,3
read,117024.9712,58599.5223,0.0347,131072.0000,2048.0000,0.0076,2.2367,0.0204,2.2401,64,3
write,217244.7703,108923.8583,0.0187,131072.0000,2048.0000,0.0066,1.2033,0.0115,1.2067,64,4
read,117250.9864,58711.3619,0.0347,131072.0000,2048.0000,0.0065,2.2325,0.0154,2.2358,64,4
write,217870.7246,109237.5792,0.0186,131072.0000,2048.0000,0.0066,1.1999,0.0134,1.2032,64,5
read,116451.8670,58310.6410,0.0348,131072.0000,2048.0000,0.0065,2.2478,0.0214,2.2511,64,5
write,218428.2407,109528.8633,0.0186,131072.0000,2048.0000,0.0068,1.1967,0.0119,1.2001,64,6
read,116811.7505,58494.4931,0.0347,131072.0000,2048.0000,0.0068,2.2408,0.0242,2.2442,64,6
write,218607.2959,109599.4144,0.0185,131072.0000,2048.0000,0.0064,1.1959,0.0133,1.1992,64,7
read,116934.1423,58549.7759,0.0346,131072.0000,2048.0000,0.0063,2.2386,0.0237,2.2418,64,7
write,218610.3819,109607.3683,0.0185,131072.0000,2048.0000,0.0064,1.1958,0.0140,1.1991,64,8
read,116244.6480,58204.7889,0.0349,131072.0000,2048.0000,0.0063,2.2519,0.0223,2.2551,64,8
write,219239.5206,109913.6383,0.0185,131072.0000,2048.0000,0.0063,1.1925,0.0115,1.1957,64,9
read,117043.0966,58604.0512,0.0348,131072.0000,2048.0000,0.0062,2.2366,0.0139,2.2397,64,9
