access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,751402.8449,376644.7857,0.0213,131072.0000,2048.0000,0.0067,1.3920,0.0456,1.3955,256,0
read,455156.3464,227899.5014,0.0355,131072.0000,2048.0000,0.0064,2.3005,0.0334,2.3038,256,0
write,764166.7797,383050.9758,0.0210,131072.0000,2048.0000,0.0067,1.3687,0.0398,1.3722,256,1
read,455348.8964,228006.1427,0.0355,131072.0000,2048.0000,0.0067,2.2994,0.0300,2.3028,256,1
write,750570.8598,376167.5578,0.0213,131072.0000,2048.0000,0.0064,1.3938,0.0350,1.3970,256,2
read,454685.4134,227668.5082,0.0355,131072.0000,2048.0000,0.0065,2.3029,0.0334,2.3062,256,2
write,772078.5284,386943.7949,0.0209,131072.0000,2048.0000,0.0062,1.3549,0.0290,1.3581,256,3
read,456237.0315,228427.0162,0.0355,131072.0000,2048.0000,0.0062,2.2952,0.0332,2.2983,256,3
write,772338.8504,387125.2645,0.0209,131072.0000,2048.0000,0.0066,1.3543,0.0330,1.3577,256,4
read,456775.0311,228717.6052,0.0355,131072.0000,2048.0000,0.0065,2.2923,0.0307,2.2956,256,4
write,775642.9031,388784.8781,0.0208,131072.0000,2048.0000,0.0066,1.3485,0.0272,1.3519,256,5
read,454471.4445,227570.3777,0.0358,131072.0000,2048.0000,0.0066,2.3038,0.0296,2.3072,256,5
write,776009.5448,388953.2873,0.0209,131072.0000,2048.0000,0.0064,1.3479,0.0294,1.3512,256,6
read,456085.0635,228362.1617,0.0355,131072.0000,2048.0000,0.0064,2.2959,0.0322,2.2991,256,6
write,774856.3212,388409.8002,0.0209,131072.0000,2048.0000,0.0067,1.3498,0.0330,1.3533,256,7
read,455140.7554,227902.6427,0.0356,131072.0000,2048.0000,0.0066,2.3005,0.0343,2.3038,256,7
write,761044.7679,381447.6602,0.0211,131072.0000,2048.0000,0.0065,1.3745,0.0289,1.3778,256,8
read,455846.3396,228243.5547,0.0356,131072.0000,2048.0000,0.0064,2.2971,0.0344,2.3003,256,8
write,771339.6019,386577.7639,0.0208,131072.0000,2048.0000,0.0062,1.3562,0.0328,1.3594,256,9
read,457693.9867,229160.4776,0.0355,131072.0000,2048.0000,0.0062,2.2879,0.0303,2.2910,256,9
