access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,254464.7451,16007.8765,0.0621,131072.0000,16384.0000,0.0063,0.5117,0.0178,0.5151,32,0
read,215190.6825,13517.4191,0.0746,131072.0000,16384.0000,0.0061,0.6060,0.0237,0.6091,32,0
write,255096.2158,16053.0795,0.0617,131072.0000,16384.0000,0.0067,0.5103,0.0169,0.5138,32,1
read,214934.5014,13507.2749,0.0743,131072.0000,16384.0000,0.0066,0.6065,0.0245,0.6098,32,1
write,254690.7371,16028.2999,0.0618,131072.0000,16384.0000,0.0069,0.5111,0.0170,0.5146,32,2
read,213110.9898,13395.0977,0.0745,131072.0000,16384.0000,0.0069,0.6116,0.0282,0.6150,32,2
write,256498.3868,16133.5746,0.0622,131072.0000,16384.0000,0.0063,0.5078,0.0153,0.5110,32,3
read,212437.4437,13346.2570,0.0748,131072.0000,16384.0000,0.0063,0.6138,0.0332,0.6170,32,3
write,255133.5075,16055.0972,0.0626,131072.0000,16384.0000,0.0068,0.5102,0.0149,0.5137,32,4
read,214349.6410,13472.6426,0.0751,131072.0000,16384.0000,0.0067,0.6080,0.0235,0.6115,32,4
write,254325.0125,16001.0629,0.0624,131072.0000,16384.0000,0.0066,0.5120,0.0179,0.5154,32,5
read,213725.4049,13431.4266,0.0748,131072.0000,16384.0000,0.0066,0.6099,0.0215,0.6133,32,5
write,256009.9720,16103.0351,0.0634,131072.0000,16384.0000,0.0063,0.5087,0.0160,0.5120,32,6
read,215138.0504,13517.5733,0.0742,131072.0000,16384.0000,0.0063,0.6060,0.0192,0.6092,32,6
write,255654.4797,16077.4016,0.0617,131072.0000,16384.0000,0.0061,0.5095,0.0156,0.5127,32,7
read,213464.6584,13409.2592,0.0734,131072.0000,16384.0000,0.0061,0.6109,0.0236,0.6140,32,7
write,240629.3694,15130.3831,0.0653,131072.0000,16384.0000,0.0064,0.5414,0.0192,0.5447,32,8
read,211886.9801,13312.4701,0.0741,131072.0000,16384.0000,0.0063,0.6154,0.0228,0.6186,32,8
write,254581.4045,16018.6754,0.0622,131072.0000,16384.0000,0.0067,0.5114,0.0167,0.5149,32,9
read,212940.6154,13381.3152,0.0749,131072.0000,16384.0000,0.0065,0.6122,0.0199,0.6155,32,9
