access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,2795293.6290,175599.9366,0.0904,131072.0000,16384.0000,0.0088,0.7464,0.0532,0.7502,512,0
read,2525864.4295,158542.3240,0.0996,131072.0000,16384.0000,0.0070,0.8267,0.0491,0.8303,512,0
write,2778837.4063,174473.7008,0.0896,131072.0000,16384.0000,0.0066,0.7512,0.0577,0.7547,512,1
read,2558875.3350,160569.0448,0.0981,131072.0000,16384.0000,0.0065,0.8163,0.0474,0.8196,512,1
write,2848315.2252,178807.7896,0.0886,131072.0000,16384.0000,0.0063,0.7330,0.0443,0.7363,512,2
read,2580411.2662,161907.6045,0.0991,131072.0000,16384.0000,0.0063,0.8095,0.0420,0.8127,512,2
write,2853788.6831,179225.1082,0.0884,131072.0000,16384.0000,0.0069,0.7313,0.0442,0.7349,512,3
read,2562116.8472,160813.8966,0.0989,131072.0000,16384.0000,0.0069,0.8151,0.0506,0.8185,512,3
write,2833966.3260,177925.5009,0.0890,131072.0000,16384.0000,0.0065,0.7367,0.0476,0.7400,512,4
read,2579069.0709,161841.2568,0.0976,131072.0000,16384.0000,0.0064,0.8099,0.0479,0.8131,512,4
write,2713523.6139,170307.8594,0.0898,131072.0000,16384.0000,0.0063,0.7696,0.0604,0.7729,512,5
read,2578979.8425,161816.2952,0.0987,131072.0000,16384.0000,0.0062,0.8100,0.0553,0.8132,512,5
write,2798859.4107,175701.1798,0.0904,131072.0000,16384.0000,0.0078,0.7460,0.0515,0.7493,512,6
read,2580807.9880,161942.2298,0.0992,131072.0000,16384.0000,0.0064,0.8094,0.0427,0.8126,512,6
write,2810178.8426,176450.2513,0.0903,131072.0000,16384.0000,0.0067,0.7428,0.0444,0.7463,512,7
read,2580468.7985,161950.4830,0.0984,131072.0000,16384.0000,0.0066,0.8093,0.0410,0.8127,512,7
write,2840538.2182,178345.7649,0.0892,131072.0000,16384.0000,0.0066,0.7349,0.0461,0.7383,512,8
read,2578752.2625,161829.2514,0.0985,131072.0000,16384.0000,0.0065,0.8099,0.0444,0.8132,512,8
write,2773523.2303,174104.0471,0.0892,131072.0000,16384.0000,0.0064,0.7528,0.0633,0.7561,512,9
read,2588401.7001,162424.6573,0.0971,131072.0000,16384.0000,0.0064,0.8070,0.0501,0.8102,512,9
