access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,332740.8806,21549.9921,0.0112,131072.0000,16384.0000,0.0066,0.0950,0.0052,0.0985,32,0
read,265244.2363,17021.2650,0.0145,131072.0000,16384.0000,0.0064,0.1203,0.0047,0.1235,32,0
write,331763.3838,21460.7261,0.0113,131072.0000,16384.0000,0.0066,0.0954,0.0050,0.0988,32,1
read,262996.2618,16881.6713,0.0143,131072.0000,16384.0000,0.0066,0.1213,0.0066,0.1246,32,1
write,337146.9202,21806.5136,0.0111,131072.0000,16384.0000,0.0064,0.0939,0.0049,0.0972,32,2
read,265271.8816,17023.4239,0.0142,131072.0000,16384.0000,0.0064,0.1203,0.0068,0.1235,32,2
write,333811.6939,21597.8905,0.0111,131072.0000,16384.0000,0.0065,0.0948,0.0060,0.0982,32,3
read,262583.2347,16844.3301,0.0144,131072.0000,16384.0000,0.0065,0.1216,0.0060,0.1248,32,3
write,336409.1609,21749.5331,0.0112,131072.0000,16384.0000,0.0064,0.0942,0.0047,0.0974,32,4
read,262878.0497,16857.7844,0.0144,131072.0000,16384.0000,0.0062,0.1215,0.0064,0.1247,32,4
write,334534.8350,21649.4938,0.0111,131072.0000,16384.0000,0.0065,0.0946,0.0057,0.0980,32,5
read,262396.2425,16832.5464,0.0144,131072.0000,16384.0000,0.0064,0.1217,0.0067,0.1249,32,5
write,333607.5069,21560.1608,0.0111,131072.0000,16384.0000,0.0064,0.0950,0.0063,0.0982,32,6
read,266170.9237,17074.7570,0.0144,131072.0000,16384.0000,0.0062,0.1199,0.0047,0.1231,32,6
write,336054.6373,21699.5352,0.0113,131072.0000,16384.0000,0.0061,0.0944,0.0048,0.0975,32,7
read,266501.7567,17081.4799,0.0144,131072.0000,16384.0000,0.0060,0.1199,0.0051,0.1230,32,7
write,337977.6601,21837.3918,0.0112,131072.0000,16384.0000,0.0062,0.0938,0.0046,0.0970,32,8
read,266968.6925,17119.0282,0.0143,131072.0000,16384.0000,0.0061,0.1196,0.0055,0.1227,32,8
write,334739.3438,21701.1250,0.0113,131072.0000,16384.0000,0.0069,0.0944,0.0047,0.0979,32,9
read,264942.0502,17036.8280,0.0144,131072.0000,16384.0000,0.0069,0.1202,0.0047,0.1237,32,9
