access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,266201.2545,133468.3804,0.0227,131072.0000,2048.0000,0.0078,1.4731,0.0412,1.4771,96,0
read,143451.9574,71831.8740,0.0425,131072.0000,2048.0000,0.0080,2.7371,0.0355,2.7411,96,0
write,267637.3791,134121.1102,0.0226,131072.0000,2048.0000,0.0066,1.4659,0.0434,1.4692,96,1
read,143769.5334,71975.6114,0.0424,131072.0000,2048.0000,0.0069,2.7316,0.0357,2.7350,96,1
write,267419.6184,134024.4788,0.0228,131072.0000,2048.0000,0.0067,1.4670,0.0346,1.4704,96,2
read,144893.3289,72537.3534,0.0421,131072.0000,2048.0000,0.0068,2.7104,0.0359,2.7138,96,2
write,266603.8994,133607.0585,0.0229,131072.0000,2048.0000,0.0068,1.4715,0.0227,1.4749,96,3
read,145086.4353,72635.6009,0.0421,131072.0000,2048.0000,0.0070,2.7068,0.0333,2.7102,96,3
write,270053.8893,135368.9813,0.0223,131072.0000,2048.0000,0.0072,1.4524,0.0241,1.4561,96,4
read,145025.1081,72603.3314,0.0419,131072.0000,2048.0000,0.0068,2.7080,0.0371,2.7114,96,4
write,270658.0325,135645.3378,0.0224,131072.0000,2048.0000,0.0069,1.4494,0.0214,1.4528,96,5
read,144328.7384,72257.9358,0.0422,131072.0000,2048.0000,0.0070,2.7209,0.0340,2.7244,96,5
write,270759.7860,135700.6508,0.0224,131072.0000,2048.0000,0.0069,1.4488,0.0243,1.4523,96,6
read,145234.8581,72713.0405,0.0419,131072.0000,2048.0000,0.0072,2.7039,0.0349,2.7074,96,6
write,270601.5456,135663.3017,0.0223,131072.0000,2048.0000,0.0076,1.4492,0.0255,1.4531,96,7
read,144211.2836,72206.8004,0.0419,131072.0000,2048.0000,0.0076,2.7228,0.0440,2.7267,96,7
write,271253.5972,135978.9251,0.0224,131072.0000,2048.0000,0.0073,1.4459,0.0208,1.4496,96,8
read,144989.6648,72590.5684,0.0420,131072.0000,2048.0000,0.0072,2.7085,0.0299,2.7120,96,8
write,270802.2874,135729.3295,0.0222,131072.0000,2048.0000,0.0069,1.4485,0.0268,1.4520,96,9
read,144051.1032,72122.3095,0.0424,131072.0000,2048.0000,0.0072,2.7260,0.0284,2.7297,96,9
