access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,1378537.2085,691022.3835,0.0232,131072.0000,2048.0000,0.0074,1.5174,0.0568,1.5213,512,0
read,758275.7755,379617.1821,0.0424,131072.0000,2048.0000,0.0069,2.7622,0.0622,2.7657,512,0
write,1387975.6476,695543.2425,0.0232,131072.0000,2048.0000,0.0066,1.5076,0.0448,1.5109,512,1
read,764073.9148,382502.3890,0.0425,131072.0000,2048.0000,0.0066,2.7414,0.0446,2.7447,512,1
write,1152723.3551,577445.6312,0.0279,131072.0000,2048.0000,0.0066,1.8159,0.0623,1.8193,512,2
read,766369.6091,383653.2062,0.0420,131072.0000,2048.0000,0.0066,2.7331,0.0515,2.7365,512,2
write,1374674.9946,688879.6162,0.0235,131072.0000,2048.0000,0.0066,1.5221,0.0351,1.5256,512,3
read,767441.7772,384193.1197,0.0419,131072.0000,2048.0000,0.0066,2.7293,0.0600,2.7327,512,3
write,1399980.0768,701537.3700,0.0231,131072.0000,2048.0000,0.0064,1.4947,0.0358,1.4980,512,4
read,759039.3217,379961.7736,0.0423,131072.0000,2048.0000,0.0063,2.7597,0.0669,2.7629,512,4
write,1402031.6847,702586.5729,0.0230,131072.0000,2048.0000,0.0065,1.4925,0.0368,1.4958,512,5
read,760944.1024,380924.2721,0.0425,131072.0000,2048.0000,0.0064,2.7527,0.0507,2.7560,512,5
write,1402152.8178,702635.0631,0.0230,131072.0000,2048.0000,0.0064,1.4923,0.0363,1.4957,512,6
read,776324.7310,388640.2754,0.0415,131072.0000,2048.0000,0.0064,2.6981,0.0610,2.7014,512,6
write,1431961.5488,717586.9284,0.0226,131072.0000,2048.0000,0.0063,1.4613,0.0362,1.4645,512,7
read,874629.3377,437899.4382,0.0369,131072.0000,2048.0000,0.0063,2.3946,0.0490,2.3978,512,7
write,1443501.4521,723480.7166,0.0223,131072.0000,2048.0000,0.0067,1.4493,0.0394,1.4528,512,8
read,897259.0151,449285.7944,0.0359,131072.0000,2048.0000,0.0067,2.3339,0.0459,2.3373,512,8
write,1445946.7271,724699.6740,0.0223,131072.0000,2048.0000,0.0066,1.4469,0.0407,1.4504,512,9
read,899459.5653,450369.3247,0.0360,131072.0000,2048.0000,0.0065,2.3283,0.0362,2.3316,512,9
