access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,3844292.5129,241035.3400,0.1272,131072.0000,16384.0000,0.0077,1.0876,0.1702,1.0910,1024,0
read,4152776.2768,260382.7877,0.1182,131072.0000,16384.0000,0.0067,1.0068,0.0992,1.0100,1024,0
write,4116773.1328,258158.7705,0.1160,131072.0000,16384.0000,0.0069,1.0154,0.1138,1.0188,1024,1
read,4166637.7030,261249.0036,0.1177,131072.0000,16384.0000,0.0068,1.0034,0.0936,1.0066,1024,1
write,3874624.4613,242917.9781,0.1318,131072.0000,16384.0000,0.0069,1.0791,0.1440,1.0825,1024,2
read,4179554.0536,262100.7571,0.1157,131072.0000,16384.0000,0.0070,1.0002,0.0972,1.0035,1024,2
write,3967047.6148,248718.4469,0.1175,131072.0000,16384.0000,0.0068,1.0540,0.1416,1.0573,1024,3
read,4182493.3513,262246.0397,0.1176,131072.0000,16384.0000,0.0068,0.9996,0.0984,1.0028,1024,3
write,3697040.4958,231703.9337,0.1305,131072.0000,16384.0000,0.0065,1.1314,0.1664,1.1345,1024,4
read,4196078.7506,263059.6874,0.1179,131072.0000,16384.0000,0.0064,0.9965,0.0904,0.9996,1024,4
write,4046407.6194,253682.1892,0.1145,131072.0000,16384.0000,0.0066,1.0334,0.1359,1.0366,1024,5
read,4172327.7520,261587.6209,0.1150,131072.0000,16384.0000,0.0066,1.0021,0.1019,1.0053,1024,5
write,3920757.0700,245800.2312,0.1174,131072.0000,16384.0000,0.0068,1.0665,0.1556,1.0698,1024,6
read,4139753.8163,259573.4560,0.1170,131072.0000,16384.0000,0.0068,1.0099,0.1008,1.0132,1024,6
write,4066560.8069,255001.9105,0.1156,131072.0000,16384.0000,0.0070,1.0280,0.1251,1.0314,1024,7
read,4164697.4706,261156.2980,0.1168,131072.0000,16384.0000,0.0069,1.0038,0.1084,1.0071,1024,7
write,3923779.3063,246038.3386,0.1215,131072.0000,16384.0000,0.0072,1.0655,0.1585,1.0689,1024,8
read,4179241.2886,262097.3208,0.1159,131072.0000,16384.0000,0.0071,1.0002,0.0976,1.0036,1024,8
write,4028441.0713,252588.3143,0.1199,131072.0000,16384.0000,0.0069,1.0378,0.1444,1.0412,1024,9
read,4176075.5665,261858.0622,0.1157,131072.0000,16384.0000,0.0068,1.0011,0.1038,1.0044,1024,9
