access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,136680.9211,68505.1470,0.0223,131072.0000,2048.0000,0.0070,1.4350,0.0132,1.4384,48,0
read,71486.9511,35788.9430,0.0425,131072.0000,2048.0000,0.0073,2.7468,0.0319,2.7503,48,0
write,134849.1310,67579.7887,0.0225,131072.0000,2048.0000,0.0064,1.4546,0.0244,1.4580,48,1
read,71536.7365,35811.9052,0.0426,131072.0000,2048.0000,0.0068,2.7450,0.0334,2.7484,48,1
write,132360.1192,66330.2394,0.0228,131072.0000,2048.0000,0.0066,1.4820,0.0269,1.4854,48,2
read,71564.5492,35826.8229,0.0424,131072.0000,2048.0000,0.0070,2.7439,0.0331,2.7473,48,2
write,137268.2832,68819.8505,0.0221,131072.0000,2048.0000,0.0076,1.4284,0.0186,1.4323,48,3
read,71245.6762,35670.4459,0.0427,131072.0000,2048.0000,0.0074,2.7559,0.0325,2.7596,48,3
write,137673.8250,68996.7863,0.0221,131072.0000,2048.0000,0.0065,1.4248,0.0189,1.4281,48,4
read,71679.2192,35885.7406,0.0425,131072.0000,2048.0000,0.0070,2.7394,0.0247,2.7429,48,4
write,137203.5351,68768.8184,0.0222,131072.0000,2048.0000,0.0068,1.4295,0.0202,1.4330,48,5
read,71234.5244,35661.5021,0.0425,131072.0000,2048.0000,0.0068,2.7566,0.0401,2.7600,48,5
write,137263.1194,68791.8343,0.0221,131072.0000,2048.0000,0.0065,1.4290,0.0149,1.4323,48,6
read,71764.4108,35929.4700,0.0424,131072.0000,2048.0000,0.0071,2.7360,0.0238,2.7396,48,6
write,137449.6516,68878.3446,0.0220,131072.0000,2048.0000,0.0062,1.4272,0.0176,1.4304,48,7
read,71809.7307,35947.2592,0.0422,131072.0000,2048.0000,0.0065,2.7347,0.0313,2.7379,48,7
write,134598.1913,67464.2151,0.0226,131072.0000,2048.0000,0.0069,1.4571,0.0170,1.4607,48,8
read,71796.4888,35944.4733,0.0423,131072.0000,2048.0000,0.0071,2.7349,0.0321,2.7384,48,8
write,136412.9237,68373.5975,0.0221,131072.0000,2048.0000,0.0069,1.4377,0.0239,1.4413,48,9
read,71909.8219,36002.5151,0.0424,131072.0000,2048.0000,0.0071,2.7305,0.0394,2.7341,48,9
