access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,907631.5177,57093.6650,0.0703,131072.0000,16384.0000,0.0071,0.5739,0.0277,0.5776,128,0
read,837809.9580,52650.0094,0.0768,131072.0000,16384.0000,0.0072,0.6224,0.0203,0.6258,128,0
write,914025.6588,57501.4354,0.0701,131072.0000,16384.0000,0.0072,0.5699,0.0275,0.5736,128,1
read,837619.7588,52650.6145,0.0756,131072.0000,16384.0000,0.0071,0.6224,0.0219,0.6259,128,1
write,918836.2598,57767.4353,0.0697,131072.0000,16384.0000,0.0066,0.5672,0.0237,0.5706,128,2
read,838063.1592,52658.8853,0.0768,131072.0000,16384.0000,0.0067,0.6223,0.0174,0.6256,128,2
write,920114.9715,57841.5613,0.0698,131072.0000,16384.0000,0.0064,0.5665,0.0267,0.5698,128,3
read,835349.4795,52478.9279,0.0753,131072.0000,16384.0000,0.0064,0.6244,0.0221,0.6276,128,3
write,917041.0852,57647.1099,0.0682,131072.0000,16384.0000,0.0064,0.5684,0.0274,0.5717,128,4
read,836278.3745,52537.6455,0.0770,131072.0000,16384.0000,0.0063,0.6237,0.0186,0.6269,128,4
write,918443.2887,57723.7878,0.0687,131072.0000,16384.0000,0.0062,0.5677,0.0278,0.5708,128,5
read,838191.5743,52648.9001,0.0761,131072.0000,16384.0000,0.0061,0.6224,0.0211,0.6255,128,5
write,910064.4262,57208.8073,0.0690,131072.0000,16384.0000,0.0065,0.5728,0.0325,0.5761,128,6
read,834159.9315,52407.5086,0.0762,131072.0000,16384.0000,0.0065,0.6253,0.0191,0.6285,128,6
write,912151.2087,57342.9507,0.0702,131072.0000,16384.0000,0.0065,0.5714,0.0267,0.5748,128,7
read,837221.1312,52600.8226,0.0768,131072.0000,16384.0000,0.0064,0.6230,0.0186,0.6262,128,7
write,918052.5700,57707.2099,0.0677,131072.0000,16384.0000,0.0064,0.5678,0.0282,0.5711,128,8
read,832485.9363,52295.7585,0.0769,131072.0000,16384.0000,0.0063,0.6266,0.0169,0.6298,128,8
write,919820.9298,57836.7662,0.0697,131072.0000,16384.0000,0.0066,0.5666,0.0285,0.5700,128,9
read,840862.6860,52840.6297,0.0765,131072.0000,16384.0000,0.0066,0.6201,0.0177,0.6235,128,9
