access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,89727.4557,45294.9611,0.0056,131072.0000,2048.0000,0.0067,0.3617,0.0099,0.3652,32,0
read,63615.5679,32007.5663,0.0079,131072.0000,2048.0000,0.0064,0.5119,0.0056,0.5151,32,0
write,100014.0107,50506.7817,0.0050,131072.0000,2048.0000,0.0064,0.3244,0.0038,0.3276,32,1
read,56986.6399,28651.7150,0.0087,131072.0000,2048.0000,0.0064,0.5718,0.0150,0.5750,32,1
write,98919.5729,49962.9396,0.0051,131072.0000,2048.0000,0.0066,0.3279,0.0038,0.3313,32,2
read,48851.6031,24546.4574,0.0102,131072.0000,2048.0000,0.0065,0.6675,0.0202,0.6708,32,2
write,100748.6963,50900.0359,0.0049,131072.0000,2048.0000,0.0066,0.3219,0.0054,0.3252,32,3
read,47641.2657,23937.2627,0.0106,131072.0000,2048.0000,0.0067,0.6845,0.0093,0.6878,32,3
write,101377.3928,51198.0653,0.0049,131072.0000,2048.0000,0.0063,0.3200,0.0048,0.3232,32,4
read,47501.6196,23858.2371,0.0105,131072.0000,2048.0000,0.0061,0.6867,0.0142,0.6898,32,4
write,101136.1371,51097.4865,0.0049,131072.0000,2048.0000,0.0065,0.3206,0.0050,0.3240,32,5
read,47733.9083,23980.5240,0.0106,131072.0000,2048.0000,0.0065,0.6832,0.0113,0.6865,32,5
write,101007.4018,51019.6409,0.0049,131072.0000,2048.0000,0.0064,0.3211,0.0054,0.3244,32,6
read,47241.9268,23731.4775,0.0105,131072.0000,2048.0000,0.0064,0.6904,0.0200,0.6936,32,6
write,101165.1701,51115.5022,0.0049,131072.0000,2048.0000,0.0066,0.3205,0.0054,0.3239,32,7
read,47479.7287,23854.3860,0.0105,131072.0000,2048.0000,0.0066,0.6868,0.0160,0.6901,32,7
write,101032.2759,51028.3924,0.0049,131072.0000,2048.0000,0.0064,0.3211,0.0049,0.3243,32,8
read,47586.6170,23904.2891,0.0105,131072.0000,2048.0000,0.0063,0.6854,0.0166,0.6886,32,8
write,101234.8428,51140.8749,0.0049,131072.0000,2048.0000,0.0065,0.3204,0.0061,0.3237,32,9
read,47532.0278,23878.6809,0.0106,131072.0000,2048.0000,0.0064,0.6861,0.0107,0.6894,32,9
