access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,135964.3596,68100.4512,0.0338,131072.0000,2048.0000,0.0073,2.1653,0.0433,2.1690,48,0
read,71824.0681,35941.8653,0.0640,131072.0000,2048.0000,0.0071,4.1026,0.0345,4.1060,48,0
write,133390.2050,66790.6229,0.0343,131072.0000,2048.0000,0.0061,2.2077,0.0350,2.2109,48,1
read,71886.5338,35971.9324,0.0638,131072.0000,2048.0000,0.0066,4.0992,0.0442,4.1025,48,1
write,137788.4155,68999.5690,0.0333,131072.0000,2048.0000,0.0063,2.1371,0.0219,2.1403,48,2
read,71784.0536,35921.6329,0.0637,131072.0000,2048.0000,0.0066,4.1049,0.0305,4.1083,48,2
write,138093.4705,69157.4818,0.0331,131072.0000,2048.0000,0.0066,2.1322,0.0213,2.1356,48,3
read,71901.5936,35982.0700,0.0639,131072.0000,2048.0000,0.0071,4.0980,0.0351,4.1016,48,3
write,138213.7181,69216.3347,0.0331,131072.0000,2048.0000,0.0066,2.1304,0.0229,2.1337,48,4
read,71620.2894,35841.0344,0.0639,131072.0000,2048.0000,0.0070,4.1142,0.0399,4.1177,48,4
write,137929.5536,69084.0023,0.0331,131072.0000,2048.0000,0.0072,2.1344,0.0225,2.1381,48,5
read,71905.8862,35984.8983,0.0636,131072.0000,2048.0000,0.0072,4.0977,0.0352,4.1014,48,5
write,136624.2932,68426.1112,0.0335,131072.0000,2048.0000,0.0070,2.1550,0.0235,2.1586,48,6
read,71879.4783,35970.2295,0.0636,131072.0000,2048.0000,0.0068,4.0994,0.0340,4.1029,48,6
write,138360.9137,69284.2124,0.0331,131072.0000,2048.0000,0.0062,2.1283,0.0162,2.1315,48,7
read,71746.6430,35902.4861,0.0638,131072.0000,2048.0000,0.0066,4.1071,0.0373,4.1105,48,7
write,138269.3840,69242.9612,0.0330,131072.0000,2048.0000,0.0064,2.1295,0.0178,2.1329,48,8
read,71908.9377,35984.2933,0.0636,131072.0000,2048.0000,0.0067,4.0978,0.0337,4.1012,48,8
write,136602.2043,68408.0756,0.0336,131072.0000,2048.0000,0.0065,2.1555,0.0198,2.1589,48,9
read,72002.5112,36032.5747,0.0637,131072.0000,2048.0000,0.0070,4.0923,0.0315,4.0959,48,9
