access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,173977.6899,10896.4566,0.2098,131072.0000,16384.0000,0.0069,1.6916,0.0540,1.6951,48,0
read,109614.8255,6860.6493,0.3078,131072.0000,16384.0000,0.0079,2.6866,0.4854,2.6904,48,0
write,174336.6214,10920.1503,0.2076,131072.0000,16384.0000,0.0072,1.6879,0.0512,1.6916,48,1
read,109402.8841,6846.6661,0.3002,131072.0000,16384.0000,0.0072,2.6921,0.4168,2.6957,48,1
write,172179.1120,10782.4710,0.2106,131072.0000,16384.0000,0.0068,1.7094,0.0594,1.7128,48,2
read,106394.3752,6658.6059,0.3208,131072.0000,16384.0000,0.0073,2.7681,0.6256,2.7719,48,2
write,173736.7250,10880.9547,0.2039,131072.0000,16384.0000,0.0069,1.6940,0.0627,1.6975,48,3
read,107933.8927,6755.3775,0.3162,131072.0000,16384.0000,0.0076,2.7285,0.5952,2.7323,48,3
write,174231.2505,10910.2857,0.2087,131072.0000,16384.0000,0.0063,1.6894,0.1039,1.6926,48,4
read,109985.0773,6882.9102,0.3155,131072.0000,16384.0000,0.0068,2.6779,0.5046,2.6814,48,4
write,173880.4270,10889.0927,0.2095,131072.0000,16384.0000,0.0066,1.6927,0.0819,1.6961,48,5
read,111664.2613,6988.2161,0.3248,131072.0000,16384.0000,0.0069,2.6376,0.6202,2.6411,48,5
write,173750.1229,10882.6119,0.2101,131072.0000,16384.0000,0.0070,1.6937,0.0832,1.6973,48,6
read,108264.0433,6775.5939,0.3127,131072.0000,16384.0000,0.0072,2.7204,0.4821,2.7240,48,6
write,173486.8393,10862.9670,0.2086,131072.0000,16384.0000,0.0061,1.6968,0.0703,1.6999,48,7
read,115529.7504,7229.7462,0.2739,131072.0000,16384.0000,0.0064,2.5495,0.6189,2.5527,48,7
write,173813.6263,10887.9410,0.2112,131072.0000,16384.0000,0.0075,1.6929,0.0686,1.6967,48,8
read,114639.7449,7175.2763,0.2925,131072.0000,16384.0000,0.0072,2.5688,0.5010,2.5725,48,8
write,174645.2148,10937.0235,0.2101,131072.0000,16384.0000,0.0066,1.6853,0.0615,1.6886,48,9
read,109285.1548,6839.3879,0.2981,131072.0000,16384.0000,0.0070,2.6950,0.6633,2.6986,48,9
