access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,195791.7467,98977.2751,0.0050,131072.0000,2048.0000,0.0070,0.3311,0.0126,0.3347,64,0
read,96455.1910,48471.9967,0.0103,131072.0000,2048.0000,0.0068,0.6760,0.0163,0.6794,64,0
write,199067.5928,100528.5789,0.0049,131072.0000,2048.0000,0.0063,0.3260,0.0118,0.3292,64,1
read,96832.3201,48641.1771,0.0104,131072.0000,2048.0000,0.0063,0.6737,0.0141,0.6768,64,1
write,199641.8700,100781.7933,0.0049,131072.0000,2048.0000,0.0061,0.3251,0.0112,0.3283,64,2
read,96951.4815,48699.0699,0.0104,131072.0000,2048.0000,0.0061,0.6729,0.0122,0.6760,64,2
write,200107.5287,101128.9186,0.0049,131072.0000,2048.0000,0.0068,0.3240,0.0108,0.3275,64,3
read,96836.0042,48663.9972,0.0103,131072.0000,2048.0000,0.0069,0.6734,0.0120,0.6768,64,3
write,200630.1175,101375.1495,0.0049,131072.0000,2048.0000,0.0067,0.3232,0.0107,0.3267,64,4
read,95281.8708,47871.7740,0.0106,131072.0000,2048.0000,0.0067,0.6845,0.0152,0.6878,64,4
write,201520.1419,101791.8535,0.0049,131072.0000,2048.0000,0.0064,0.3219,0.0088,0.3252,64,5
read,96928.8152,48695.9641,0.0104,131072.0000,2048.0000,0.0064,0.6729,0.0126,0.6761,64,5
write,201298.6284,101743.4006,0.0049,131072.0000,2048.0000,0.0068,0.3221,0.0090,0.3256,64,6
read,96626.2825,48554.0380,0.0104,131072.0000,2048.0000,0.0066,0.6749,0.0142,0.6782,64,6
write,202367.8775,102264.1697,0.0049,131072.0000,2048.0000,0.0067,0.3204,0.0074,0.3238,64,7
read,96829.4548,48655.7623,0.0104,131072.0000,2048.0000,0.0066,0.6735,0.0123,0.6768,64,7
write,203243.9626,102635.7006,0.0049,131072.0000,2048.0000,0.0063,0.3193,0.0058,0.3224,64,8
read,96570.1685,48508.6078,0.0104,131072.0000,2048.0000,0.0062,0.6755,0.0162,0.6786,64,8
write,203177.1109,102593.9457,0.0049,131072.0000,2048.0000,0.0062,0.3194,0.0068,0.3226,64,9
read,96842.5887,48644.7064,0.0104,131072.0000,2048.0000,0.0061,0.6736,0.0117,0.6767,64,9
