access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,96475.2999,48367.8382,0.0210,131072.0000,2048.0000,0.0071,1.3549,0.0123,1.3586,32,0
read,47989.2364,24024.8427,0.0422,131072.0000,2048.0000,0.0069,2.7278,0.0267,2.7313,32,0
write,97332.1817,48781.2850,0.0208,131072.0000,2048.0000,0.0062,1.3435,0.0169,1.3466,32,1
read,48173.1433,24114.2251,0.0423,131072.0000,2048.0000,0.0063,2.7177,0.0207,2.7209,32,1
write,95210.6170,47716.3334,0.0213,131072.0000,2048.0000,0.0063,1.3735,0.0122,1.3767,32,2
read,47963.4079,24009.3350,0.0424,131072.0000,2048.0000,0.0063,2.7296,0.0231,2.7327,32,2
write,97513.2156,48877.0718,0.0209,131072.0000,2048.0000,0.0065,1.3408,0.0178,1.3441,32,3
read,48131.8739,24094.3835,0.0425,131072.0000,2048.0000,0.0065,2.7200,0.0247,2.7232,32,3
write,97294.9742,48763.1727,0.0207,131072.0000,2048.0000,0.0062,1.3440,0.0199,1.3472,32,4
read,47944.5095,23999.6461,0.0425,131072.0000,2048.0000,0.0061,2.7307,0.0310,2.7338,32,4
write,97420.5083,48833.2997,0.0208,131072.0000,2048.0000,0.0066,1.3420,0.0165,1.3454,32,5
read,48009.0840,24033.9530,0.0421,131072.0000,2048.0000,0.0066,2.7268,0.0310,2.7301,32,5
write,97413.9141,48822.0242,0.0207,131072.0000,2048.0000,0.0062,1.3423,0.0183,1.3455,32,6
read,48136.4339,24095.5980,0.0422,131072.0000,2048.0000,0.0061,2.7198,0.0204,2.7229,32,6
write,95840.1899,48036.9596,0.0211,131072.0000,2048.0000,0.0065,1.3643,0.0159,1.3676,32,7
read,48136.3664,24098.1751,0.0424,131072.0000,2048.0000,0.0066,2.7195,0.0212,2.7229,32,7
write,97726.4619,48981.0808,0.0207,131072.0000,2048.0000,0.0063,1.3380,0.0128,1.3412,32,8
read,47869.8815,23962.7900,0.0423,131072.0000,2048.0000,0.0063,2.7349,0.0339,2.7381,32,8
write,97483.1982,48852.8446,0.0208,131072.0000,2048.0000,0.0060,1.3415,0.0123,1.3446,32,9
read,47869.7606,23961.3967,0.0424,131072.0000,2048.0000,0.0059,2.7351,0.0306,2.7381,32,9
