access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,97165.9504,48713.2582,0.0209,131072.0000,2048.0000,0.0070,1.3453,0.0121,1.3489,32,0
read,48114.7037,24087.0065,0.0422,131072.0000,2048.0000,0.0069,2.7208,0.0215,2.7242,32,0
write,95575.3329,47901.3225,0.0210,131072.0000,2048.0000,0.0064,1.3681,0.0232,1.3714,32,1
read,48183.1160,24120.0207,0.0419,131072.0000,2048.0000,0.0064,2.7171,0.0329,2.7203,32,1
write,95969.9362,48096.5359,0.0211,131072.0000,2048.0000,0.0062,1.3626,0.0180,1.3658,32,2
read,48405.3832,24230.4245,0.0420,131072.0000,2048.0000,0.0062,2.7047,0.0164,2.7078,32,2
write,97859.6272,49051.1011,0.0207,131072.0000,2048.0000,0.0065,1.3361,0.0121,1.3394,32,3
read,48056.0444,24056.5286,0.0423,131072.0000,2048.0000,0.0064,2.7243,0.0270,2.7275,32,3
write,98029.1165,49144.7091,0.0207,131072.0000,2048.0000,0.0069,1.3335,0.0117,1.3371,32,4
read,48263.9824,24163.0175,0.0421,131072.0000,2048.0000,0.0069,2.7122,0.0240,2.7157,32,4
write,98048.4182,49146.0798,0.0208,131072.0000,2048.0000,0.0065,1.3335,0.0097,1.3368,32,5
read,48043.8737,24050.6940,0.0423,131072.0000,2048.0000,0.0064,2.7249,0.0275,2.7282,32,5
write,97954.8306,49100.2021,0.0206,131072.0000,2048.0000,0.0065,1.3347,0.0159,1.3381,32,6
read,48203.8851,24131.1226,0.0420,131072.0000,2048.0000,0.0065,2.7158,0.0258,2.7191,32,6
write,97645.1410,48948.0064,0.0207,131072.0000,2048.0000,0.0067,1.3389,0.0197,1.3423,32,7
read,48281.8699,24170.9938,0.0422,131072.0000,2048.0000,0.0067,2.7113,0.0205,2.7147,32,7
write,97746.6526,48991.3297,0.0207,131072.0000,2048.0000,0.0063,1.3377,0.0162,1.3409,32,8
read,48037.8873,24046.9888,0.0422,131072.0000,2048.0000,0.0063,2.7253,0.0238,2.7285,32,8
write,97782.0150,49014.9603,0.0208,131072.0000,2048.0000,0.0067,1.3371,0.0128,1.3405,32,9
read,48289.4485,24174.5416,0.0422,131072.0000,2048.0000,0.0066,2.7110,0.0184,2.7143,32,9
