access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,46925.1897,23579.9676,0.0107,131072.0000,2048.0000,0.0067,0.6948,0.0200,0.6983,16,0
read,23510.1024,11782.2356,0.0216,131072.0000,2048.0000,0.0065,1.3906,0.0184,1.3938,16,0
write,47977.2879,24106.7344,0.0105,131072.0000,2048.0000,0.0065,0.6796,0.0168,0.6830,16,1
read,23622.9447,11838.8615,0.0216,131072.0000,2048.0000,0.0064,1.3839,0.0130,1.3871,16,1
write,48352.9998,24292.3807,0.0103,131072.0000,2048.0000,0.0063,0.6745,0.0150,0.6777,16,2
read,23423.1803,11737.7195,0.0216,131072.0000,2048.0000,0.0063,1.3958,0.0149,1.3990,16,2
write,48469.7915,24351.4505,0.0103,131072.0000,2048.0000,0.0063,0.6728,0.0144,0.6760,16,3
read,23539.2146,11796.3266,0.0215,131072.0000,2048.0000,0.0062,1.3889,0.0155,1.3921,16,3
write,48714.1388,24479.4521,0.0103,131072.0000,2048.0000,0.0066,0.6693,0.0112,0.6727,16,4
read,23498.7870,11777.2218,0.0214,131072.0000,2048.0000,0.0065,1.3912,0.0200,1.3945,16,4
write,48627.1684,24436.3286,0.0103,131072.0000,2048.0000,0.0066,0.6705,0.0130,0.6739,16,5
read,23531.4402,11794.4922,0.0214,131072.0000,2048.0000,0.0068,1.3891,0.0208,1.3925,16,5
write,48680.8375,24455.4081,0.0103,131072.0000,2048.0000,0.0062,0.6700,0.0142,0.6731,16,6
read,23611.8815,11832.3201,0.0212,131072.0000,2048.0000,0.0061,1.3847,0.0257,1.3878,16,6
write,48914.2629,24575.8037,0.0102,131072.0000,2048.0000,0.0063,0.6667,0.0127,0.6699,16,7
read,23504.9719,11779.2547,0.0215,131072.0000,2048.0000,0.0063,1.3909,0.0203,1.3941,16,7
write,48925.7029,24585.2818,0.0102,131072.0000,2048.0000,0.0066,0.6664,0.0105,0.6698,16,8
read,23661.0185,11858.7911,0.0215,131072.0000,2048.0000,0.0065,1.3816,0.0101,1.3849,16,8
write,49124.9212,24677.1519,0.0103,131072.0000,2048.0000,0.0061,0.6639,0.0078,0.6670,16,9
read,23599.3495,11825.6395,0.0214,131072.0000,2048.0000,0.0060,1.3855,0.0159,1.3885,16,9
