access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,1385821.2609,696200.7771,0.0112,131072.0000,2048.0000,0.0070,0.7531,0.0585,0.7566,512,0
read,764707.9554,383288.6613,0.0212,131072.0000,2048.0000,0.0067,1.3679,0.0309,1.3712,512,0
write,1397996.8967,702057.3208,0.0111,131072.0000,2048.0000,0.0065,0.7468,0.0510,0.7501,512,1
read,762901.9371,382341.4131,0.0210,131072.0000,2048.0000,0.0065,1.3713,0.0454,1.3745,512,1
write,1402073.9225,704112.6131,0.0113,131072.0000,2048.0000,0.0065,0.7446,0.0440,0.7479,512,2
read,779453.2952,390662.6495,0.0206,131072.0000,2048.0000,0.0065,1.3420,0.0297,1.3453,512,2
write,1429426.9388,717856.4347,0.0113,131072.0000,2048.0000,0.0064,0.7304,0.0346,0.7336,512,3
read,766676.6108,384219.2657,0.0213,131072.0000,2048.0000,0.0063,1.3646,0.0349,1.3677,512,3
write,1441652.5369,724126.5807,0.0109,131072.0000,2048.0000,0.0066,0.7240,0.0322,0.7273,512,4
read,765019.2159,383415.7036,0.0210,131072.0000,2048.0000,0.0065,1.3674,0.0358,1.3707,512,4
write,1449366.6292,728005.8662,0.0112,131072.0000,2048.0000,0.0066,0.7202,0.0255,0.7235,512,5
read,764518.3969,383163.2388,0.0212,131072.0000,2048.0000,0.0066,1.3683,0.0415,1.3716,512,5
write,1449711.0864,728012.8556,0.0110,131072.0000,2048.0000,0.0062,0.7202,0.0257,0.7233,512,6
read,767051.8124,384370.8420,0.0210,131072.0000,2048.0000,0.0060,1.3640,0.0325,1.3670,512,6
write,1449739.2808,728269.6296,0.0111,131072.0000,2048.0000,0.0067,0.7199,0.0268,0.7233,512,7
read,763305.1128,382576.3549,0.0211,131072.0000,2048.0000,0.0066,1.3704,0.0291,1.3737,512,7
write,1453839.5971,730363.8348,0.0111,131072.0000,2048.0000,0.0068,0.7178,0.0264,0.7212,512,8
read,767404.3496,384642.9314,0.0211,131072.0000,2048.0000,0.0067,1.3631,0.0314,1.3664,512,8
write,1454145.7963,730374.9935,0.0111,131072.0000,2048.0000,0.0065,0.7178,0.0244,0.7211,512,9
read,767421.2217,384608.8235,0.0210,131072.0000,2048.0000,0.0064,1.3632,0.0302,1.3664,512,9
