access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,589695.9184,37000.5609,0.1083,131072.0000,16384.0000,0.0067,0.8856,0.0477,0.8891,128,0
read,550330.7720,34512.7593,0.1170,131072.0000,16384.0000,0.0064,0.9494,0.0327,0.9527,128,0
write,593226.8869,37215.1750,0.1078,131072.0000,16384.0000,0.0082,0.8805,0.0432,0.8838,128,1
read,532362.3385,33381.7531,0.1213,131072.0000,16384.0000,0.0065,0.9816,0.0307,0.9848,128,1
write,594346.6730,37284.2395,0.1072,131072.0000,16384.0000,0.0064,0.8789,0.0444,0.8821,128,2
read,530340.1920,33253.0277,0.1209,131072.0000,16384.0000,0.0064,0.9854,0.0368,0.9886,128,2
write,592992.8498,37205.4533,0.1067,131072.0000,16384.0000,0.0068,0.8807,0.0371,0.8841,128,3
read,531057.9281,33302.8798,0.1215,131072.0000,16384.0000,0.0067,0.9839,0.0369,0.9873,128,3
write,575845.2005,36120.3337,0.1105,131072.0000,16384.0000,0.0065,0.9072,0.0420,0.9105,128,4
read,529571.5899,33205.8195,0.1205,131072.0000,16384.0000,0.0064,0.9868,0.0387,0.9900,128,4
write,594211.9278,37278.8595,0.1083,131072.0000,16384.0000,0.0066,0.8790,0.0530,0.8823,128,5
read,529389.6641,33196.3956,0.1219,131072.0000,16384.0000,0.0065,0.9871,0.0276,0.9904,128,5
write,593872.6856,37258.9302,0.1061,131072.0000,16384.0000,0.0067,0.8795,0.0420,0.8828,128,6
read,531261.9223,33315.1744,0.1214,131072.0000,16384.0000,0.0066,0.9836,0.0293,0.9869,128,6
write,595294.8263,37347.8969,0.1073,131072.0000,16384.0000,0.0067,0.8774,0.0384,0.8807,128,7
read,531856.3223,33351.7566,0.1206,131072.0000,16384.0000,0.0065,0.9825,0.0300,0.9858,128,7
write,596805.0926,37448.5510,0.1076,131072.0000,16384.0000,0.0069,0.8750,0.0345,0.8785,128,8
read,531464.9173,33332.1822,0.1208,131072.0000,16384.0000,0.0068,0.9831,0.0325,0.9865,128,8
write,595409.7495,37357.7339,0.1068,131072.0000,16384.0000,0.0066,0.8771,0.0384,0.8805,128,9
read,530020.6283,33236.6712,0.1213,131072.0000,16384.0000,0.0065,0.9859,0.0426,0.9892,128,9
