access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,3676276.2934,1841151.8888,0.0341,131072.0000,2048.0000,0.0075,2.2781,0.1675,2.2818,2048,0
read,2779628.8234,1391403.1339,0.0457,131072.0000,2048.0000,0.0072,3.0144,0.1044,3.0179,2048,0
write,3265348.2309,1634728.1693,0.0399,131072.0000,2048.0000,0.0067,2.5658,0.1217,2.5690,2048,1
read,2725240.0217,1364029.3059,0.0474,131072.0000,2048.0000,0.0068,3.0749,0.0857,3.0781,2048,1
write,3674355.1633,1839841.9506,0.0348,131072.0000,2048.0000,0.0069,2.2797,0.1462,2.2830,2048,2
read,2726077.8690,1364472.0614,0.0471,131072.0000,2048.0000,0.0080,3.0739,0.0771,3.0772,2048,2
write,3510324.1477,1757651.1312,0.0347,131072.0000,2048.0000,0.0070,2.3863,0.2429,2.3897,2048,3
read,2811434.9728,1407282.9035,0.0456,131072.0000,2048.0000,0.0070,2.9804,0.0835,2.9837,2048,3
write,3101963.2766,1552835.1648,0.0359,131072.0000,2048.0000,0.0069,2.7011,0.5294,2.7043,2048,4
read,2830217.0163,1416625.1055,0.0454,131072.0000,2048.0000,0.0067,2.9608,0.0860,2.9639,2048,4
write,3313567.6076,1659028.2306,0.0388,131072.0000,2048.0000,0.0071,2.5282,0.1489,2.5316,2048,5
read,2813550.9693,1408362.6528,0.0455,131072.0000,2048.0000,0.0071,2.9781,0.1168,2.9815,2048,5
write,3120609.9891,1562155.7774,0.0398,131072.0000,2048.0000,0.0067,2.6849,0.3361,2.6881,2048,6
read,2796622.0629,1399773.5532,0.0458,131072.0000,2048.0000,0.0066,2.9964,0.1007,2.9996,2048,6
write,3712839.6358,1859194.7574,0.0340,131072.0000,2048.0000,0.0078,2.2560,0.1540,2.2594,2048,7
read,2776878.4763,1389963.5332,0.0462,131072.0000,2048.0000,0.0070,3.0176,0.0892,3.0209,2048,7
write,3737649.2140,1871523.8869,0.0335,131072.0000,2048.0000,0.0068,2.2411,0.1457,2.2444,2048,8
read,2873720.3478,1438436.0105,0.0447,131072.0000,2048.0000,0.0068,2.9159,0.0912,2.9191,2048,8
