access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,97432.0418,48981.8838,0.0102,131072.0000,2048.0000,0.0069,0.6690,0.0198,0.6726,32,0
read,47903.6348,24011.1576,0.0211,131072.0000,2048.0000,0.0066,1.3647,0.0160,1.3681,32,0
write,98715.0239,49611.2732,0.0100,131072.0000,2048.0000,0.0066,0.6605,0.0189,0.6639,32,1
read,48004.6194,24060.8728,0.0212,131072.0000,2048.0000,0.0066,1.3619,0.0135,1.3652,32,1
write,99491.7539,50018.0886,0.0100,131072.0000,2048.0000,0.0070,0.6551,0.0169,0.6587,32,2
read,47980.8220,24052.4176,0.0211,131072.0000,2048.0000,0.0070,1.3624,0.0158,1.3659,32,2
write,99534.3370,50009.3162,0.0100,131072.0000,2048.0000,0.0062,0.6552,0.0156,0.6584,32,3
read,48074.2700,24092.2569,0.0210,131072.0000,2048.0000,0.0061,1.3601,0.0158,1.3632,32,3
write,97666.6514,49074.8245,0.0102,131072.0000,2048.0000,0.0064,0.6677,0.0151,0.6710,32,4
read,47947.2275,24031.3350,0.0211,131072.0000,2048.0000,0.0064,1.3636,0.0174,1.3668,32,4
write,100237.0682,50368.0529,0.0100,131072.0000,2048.0000,0.0063,0.6506,0.0128,0.6538,32,5
read,48185.1896,24150.8359,0.0210,131072.0000,2048.0000,0.0064,1.3568,0.0129,1.3601,32,5
write,100355.8948,50433.8887,0.0099,131072.0000,2048.0000,0.0064,0.6497,0.0130,0.6530,32,6
read,48155.6273,24135.2161,0.0210,131072.0000,2048.0000,0.0063,1.3577,0.0175,1.3609,32,6
write,100566.5351,50537.4809,0.0100,131072.0000,2048.0000,0.0064,0.6484,0.0102,0.6517,32,7
read,48192.0577,24153.4334,0.0211,131072.0000,2048.0000,0.0063,1.3567,0.0128,1.3599,32,7
write,100693.4106,50618.2976,0.0100,131072.0000,2048.0000,0.0068,0.6474,0.0096,0.6508,32,8
read,48032.4101,24076.9996,0.0210,131072.0000,2048.0000,0.0067,1.3610,0.0225,1.3644,32,8
write,96340.0481,48409.7138,0.0105,131072.0000,2048.0000,0.0066,0.6769,0.0114,0.6803,32,9
read,48192.7421,24154.8979,0.0210,131072.0000,2048.0000,0.0065,1.3566,0.0140,1.3599,32,9
