access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,4890685.6880,306121.6521,0.3180,131072.0000,16384.0000,0.0087,2.5690,0.1447,2.5728,3072,0
read,4933686.1239,308821.6818,0.3158,131072.0000,16384.0000,0.0079,2.5466,0.1198,2.5504,3072,0
write,4891464.8783,306159.0439,0.3130,131072.0000,16384.0000,0.0081,2.5687,0.1308,2.5724,3072,1
read,4933973.9379,308751.2367,0.3130,131072.0000,16384.0000,0.0067,2.5471,0.1308,2.5503,3072,1
write,4876207.4097,305165.0555,0.3096,131072.0000,16384.0000,0.0071,2.5771,0.1371,2.5805,3072,2
read,4938061.3817,309032.1100,0.3099,131072.0000,16384.0000,0.0069,2.5448,0.1204,2.5481,3072,2
write,4896419.6037,306462.0947,0.3174,131072.0000,16384.0000,0.0074,2.5662,0.1636,2.5698,3072,3
read,4936993.8569,308993.3764,0.3097,131072.0000,16384.0000,0.0082,2.5451,0.1194,2.5487,3072,3
write,4866101.8436,304564.3247,0.3185,131072.0000,16384.0000,0.0073,2.5822,0.1343,2.5858,3072,4
read,4946527.3576,309573.3098,0.3129,131072.0000,16384.0000,0.0070,2.5404,0.1167,2.5438,3072,4
write,4901479.9695,306792.3093,0.3137,131072.0000,16384.0000,0.0075,2.5634,0.1358,2.5672,3072,5
read,4937420.1647,309034.7736,0.3087,131072.0000,16384.0000,0.0073,2.5448,0.1118,2.5485,3072,5
