access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,127578.8913,8086.2273,0.0295,131072.0000,16384.0000,0.0069,0.2533,0.0175,0.2568,16,0
read,103878.9794,6560.8881,0.0366,131072.0000,16384.0000,0.0066,0.3122,0.0195,0.3154,16,0
write,129122.7996,8171.6367,0.0302,131072.0000,16384.0000,0.0062,0.2506,0.0120,0.2538,16,1
read,104069.0155,6568.0166,0.0380,131072.0000,16384.0000,0.0062,0.3118,0.0184,0.3149,16,1
write,130488.9799,8264.4317,0.0303,131072.0000,16384.0000,0.0065,0.2478,0.0061,0.2511,16,2
read,103981.4623,6566.4401,0.0362,131072.0000,16384.0000,0.0065,0.3119,0.0222,0.3151,16,2
write,129565.8826,8198.5912,0.0296,131072.0000,16384.0000,0.0061,0.2498,0.0129,0.2529,16,3
read,104243.1419,6578.6504,0.0380,131072.0000,16384.0000,0.0060,0.3113,0.0120,0.3143,16,3
write,128900.3373,8168.9945,0.0301,131072.0000,16384.0000,0.0069,0.2507,0.0125,0.2542,16,4
read,103993.0278,6571.4083,0.0382,131072.0000,16384.0000,0.0068,0.3117,0.0087,0.3151,16,4
write,129364.9019,8194.5242,0.0301,131072.0000,16384.0000,0.0066,0.2499,0.0095,0.2533,16,5
read,104038.6071,6574.4511,0.0383,131072.0000,16384.0000,0.0068,0.3115,0.0101,0.3150,16,5
write,129649.4829,8212.3316,0.0303,131072.0000,16384.0000,0.0066,0.2494,0.0075,0.2527,16,6
read,103787.1211,6555.2554,0.0381,131072.0000,16384.0000,0.0065,0.3124,0.0129,0.3157,16,6
write,129160.4166,8179.1063,0.0305,131072.0000,16384.0000,0.0065,0.2504,0.0114,0.2537,16,7
read,103912.9084,6562.0409,0.0374,131072.0000,16384.0000,0.0064,0.3121,0.0131,0.3153,16,7
write,130454.7951,8260.8313,0.0298,131072.0000,16384.0000,0.0064,0.2479,0.0093,0.2512,16,8
read,103980.8329,6565.5116,0.0381,131072.0000,16384.0000,0.0063,0.3119,0.0074,0.3151,16,8
write,129720.3341,8206.9334,0.0299,131072.0000,16384.0000,0.0060,0.2495,0.0102,0.2526,16,9
read,104006.5636,6562.7778,0.0376,131072.0000,16384.0000,0.0059,0.3121,0.0116,0.3151,16,9
