access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,3223479.1923,202045.8748,0.1601,131072.0000,16384.0000,0.0072,1.2974,0.0736,1.3012,1024,0
read,3034398.9859,190105.5931,0.1698,131072.0000,16384.0000,0.0077,1.3789,0.0717,1.3823,1024,0
write,3271057.5907,204972.9563,0.1560,131072.0000,16384.0000,0.0067,1.2789,0.0667,1.2822,1024,1
read,3034480.6369,190102.4049,0.1673,131072.0000,16384.0000,0.0066,1.3790,0.0692,1.3822,1024,1
write,3228848.8583,202305.5091,0.1600,131072.0000,16384.0000,0.0065,1.2958,0.0885,1.2990,1024,2
read,3039564.2032,190409.5273,0.1664,131072.0000,16384.0000,0.0064,1.3767,0.0578,1.3799,1024,2
write,3126452.0324,195890.0454,0.1568,131072.0000,16384.0000,0.0067,1.3382,0.1405,1.3416,1024,3
read,3031708.0086,189925.4432,0.1688,131072.0000,16384.0000,0.0066,1.3802,0.0741,1.3835,1024,3
write,3152535.6380,197543.6622,0.1625,131072.0000,16384.0000,0.0068,1.3270,0.1129,1.3305,1024,4
read,3030196.2346,189851.4267,0.1670,131072.0000,16384.0000,0.0068,1.3808,0.0773,1.3842,1024,4
write,3244632.4134,203329.5444,0.1533,131072.0000,16384.0000,0.0068,1.2893,0.0712,1.2927,1024,5
read,3045591.9962,190818.5287,0.1684,131072.0000,16384.0000,0.0068,1.3738,0.0653,1.3772,1024,5
write,3231005.0601,202437.5148,0.1580,131072.0000,16384.0000,0.0064,1.2949,0.0786,1.2981,1024,6
read,3042289.6696,190578.0769,0.1671,131072.0000,16384.0000,0.0063,1.3755,0.0789,1.3787,1024,6
write,2819603.5454,176615.3512,0.1782,131072.0000,16384.0000,0.0065,1.4843,0.2972,1.4876,1024,7
read,3044080.0423,190696.6394,0.1672,131072.0000,16384.0000,0.0064,1.3747,0.0643,1.3779,1024,7
write,3010928.3708,188622.7831,0.1589,131072.0000,16384.0000,0.0065,1.3898,0.1948,1.3930,1024,8
read,3036114.5815,190191.7825,0.1708,131072.0000,16384.0000,0.0063,1.3783,0.0749,1.3815,1024,8
write,3201941.9020,200630.8131,0.1579,131072.0000,16384.0000,0.0066,1.3066,0.0778,1.3099,1024,9
read,3042201.2847,190581.1490,0.1684,131072.0000,16384.0000,0.0064,1.3755,0.0696,1.3787,1024,9
