access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,2638338.2311,166400.4531,0.0469,131072.0000,16384.0000,0.0078,0.3938,0.0478,0.3974,512,0
read,2546397.7428,160450.1528,0.0491,131072.0000,16384.0000,0.0067,0.4085,0.0351,0.4118,512,0
write,2677350.6995,168745.8682,0.0456,131072.0000,16384.0000,0.0078,0.3884,0.0491,0.3916,512,1
read,2509605.7947,158059.3802,0.0505,131072.0000,16384.0000,0.0065,0.4146,0.0391,0.4178,512,1
write,2766879.6503,174541.5025,0.0451,131072.0000,16384.0000,0.0084,0.3755,0.0359,0.3790,512,2
read,2497793.0211,157400.7531,0.0499,131072.0000,16384.0000,0.0070,0.4164,0.0405,0.4198,512,2
write,2776383.2600,175040.4408,0.0446,131072.0000,16384.0000,0.0065,0.3744,0.0353,0.3777,512,3
read,2498881.5442,157370.1145,0.0497,131072.0000,16384.0000,0.0064,0.4164,0.0362,0.4196,512,3
write,2757973.4635,173805.0539,0.0463,131072.0000,16384.0000,0.0062,0.3771,0.0397,0.3802,512,4
read,2501223.5910,157477.9430,0.0501,131072.0000,16384.0000,0.0061,0.4162,0.0346,0.4192,512,4
write,2765042.7050,174319.6813,0.0453,131072.0000,16384.0000,0.0065,0.3760,0.0349,0.3792,512,5
read,2493339.5493,157030.3774,0.0498,131072.0000,16384.0000,0.0066,0.4173,0.0390,0.4206,512,5
write,2783538.5065,175528.0037,0.0453,131072.0000,16384.0000,0.0067,0.3734,0.0345,0.3767,512,6
read,2499703.8872,157472.6202,0.0500,131072.0000,16384.0000,0.0075,0.4162,0.0331,0.4195,512,6
write,2770426.4894,174772.4450,0.0445,131072.0000,16384.0000,0.0070,0.3750,0.0351,0.3785,512,7
read,2480468.3575,156293.0534,0.0493,131072.0000,16384.0000,0.0069,0.4193,0.0380,0.4227,512,7
write,2708540.3174,170714.6538,0.0457,131072.0000,16384.0000,0.0065,0.3839,0.0423,0.3871,512,8
read,2511163.3741,158181.8086,0.0496,131072.0000,16384.0000,0.0065,0.4143,0.0356,0.4176,512,8
write,2646442.7811,166810.9405,0.0453,131072.0000,16384.0000,0.0075,0.3929,0.0453,0.3962,512,9
read,2512714.2747,158271.6128,0.0496,131072.0000,16384.0000,0.0065,0.4141,0.0369,0.4173,512,9
