access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,1630644.2612,103035.6568,0.0385,131072.0000,16384.0000,0.0067,0.3180,0.0212,0.3215,256,0
read,1543535.9976,97398.5885,0.0408,131072.0000,16384.0000,0.0064,0.3364,0.0159,0.3397,256,0
write,1623318.2929,102531.4154,0.0382,131072.0000,16384.0000,0.0074,0.3196,0.0263,0.3230,256,1
read,1625104.5743,102616.7726,0.0388,131072.0000,16384.0000,0.0066,0.3193,0.0192,0.3226,256,1
write,1631780.4663,103095.2464,0.0380,131072.0000,16384.0000,0.0068,0.3178,0.0261,0.3213,256,2
read,1539529.0418,97184.8106,0.0408,131072.0000,16384.0000,0.0068,0.3372,0.0184,0.3406,256,2
write,1638697.0265,103522.8883,0.0370,131072.0000,16384.0000,0.0067,0.3165,0.0219,0.3199,256,3
read,1527672.3602,96416.4526,0.0414,131072.0000,16384.0000,0.0066,0.3399,0.0164,0.3432,256,3
write,1631532.2779,103056.2851,0.0387,131072.0000,16384.0000,0.0066,0.3180,0.0250,0.3213,256,4
read,1535066.9067,96882.5582,0.0416,131072.0000,16384.0000,0.0065,0.3382,0.0143,0.3415,256,4
write,1637897.5662,103421.9295,0.0373,131072.0000,16384.0000,0.0064,0.3168,0.0216,0.3201,256,5
read,1539216.5377,97111.6782,0.0401,131072.0000,16384.0000,0.0064,0.3374,0.0164,0.3406,256,5
write,1642649.6170,103749.7497,0.0386,131072.0000,16384.0000,0.0065,0.3158,0.0254,0.3192,256,6
read,1526476.1719,96304.5061,0.0409,131072.0000,16384.0000,0.0063,0.3403,0.0181,0.3435,256,6
write,1638610.3297,103453.6137,0.0373,131072.0000,16384.0000,0.0063,0.3167,0.0246,0.3200,256,7
read,1536608.3141,96930.3875,0.0401,131072.0000,16384.0000,0.0062,0.3381,0.0169,0.3412,256,7
write,1647067.7826,104069.7247,0.0387,131072.0000,16384.0000,0.0068,0.3149,0.0204,0.3183,256,8
read,1534908.3291,96892.0520,0.0412,131072.0000,16384.0000,0.0067,0.3382,0.0140,0.3416,256,8
write,1633204.4674,103150.7243,0.0377,131072.0000,16384.0000,0.0066,0.3177,0.0241,0.3210,256,9
read,1536703.8823,96977.1692,0.0410,131072.0000,16384.0000,0.0065,0.3379,0.0126,0.3412,256,9
