access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,128522.0908,8147.3849,0.0307,131072.0000,16384.0000,0.0069,0.2514,0.0092,0.2550,16,0
read,103861.2383,6559.8159,0.0371,131072.0000,16384.0000,0.0067,0.3122,0.0244,0.3155,16,0
write,129319.9861,8189.7350,0.0308,131072.0000,16384.0000,0.0064,0.2501,0.0099,0.2534,16,1
read,104157.0321,6575.5885,0.0382,131072.0000,16384.0000,0.0063,0.3115,0.0122,0.3146,16,1
write,128272.1150,8122.8542,0.0303,131072.0000,16384.0000,0.0066,0.2521,0.0117,0.2555,16,2
read,103812.5208,6556.5163,0.0381,131072.0000,16384.0000,0.0066,0.3124,0.0095,0.3156,16,2
write,130051.3846,8232.7012,0.0298,131072.0000,16384.0000,0.0063,0.2488,0.0115,0.2520,16,3
read,104351.7323,6587.4085,0.0369,131072.0000,16384.0000,0.0061,0.3109,0.0161,0.3140,16,3
write,129446.6579,8196.5259,0.0308,131072.0000,16384.0000,0.0064,0.2499,0.0082,0.2531,16,4
read,104212.3156,6580.3840,0.0373,131072.0000,16384.0000,0.0063,0.3112,0.0130,0.3144,16,4
write,128864.3215,8163.3350,0.0300,131072.0000,16384.0000,0.0067,0.2509,0.0112,0.2543,16,5
read,104012.1521,6570.5286,0.0380,131072.0000,16384.0000,0.0067,0.3117,0.0075,0.3150,16,5
write,129543.4121,8205.0598,0.0296,131072.0000,16384.0000,0.0065,0.2496,0.0130,0.2529,16,6
read,104035.9295,6568.7148,0.0362,131072.0000,16384.0000,0.0063,0.3118,0.0224,0.3150,16,6
write,130237.4724,8247.4509,0.0299,131072.0000,16384.0000,0.0064,0.2483,0.0090,0.2516,16,7
read,103970.9217,6565.1955,0.0376,131072.0000,16384.0000,0.0064,0.3119,0.0123,0.3152,16,7
write,128109.5068,8109.5109,0.0298,131072.0000,16384.0000,0.0064,0.2525,0.0142,0.2558,16,8
read,104072.6405,6571.2424,0.0367,131072.0000,16384.0000,0.0063,0.3117,0.0183,0.3149,16,8
write,129680.6773,8208.2901,0.0300,131072.0000,16384.0000,0.0062,0.2495,0.0094,0.2527,16,9
read,104277.3092,6583.0316,0.0366,131072.0000,16384.0000,0.0062,0.3111,0.0184,0.3142,16,9
