access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,93740.1851,5919.6062,0.0432,131072.0000,16384.0000,0.0068,0.3460,0.0070,0.3496,8,0
read,70690.7956,4449.7266,0.0568,131072.0000,16384.0000,0.0066,0.4603,0.0063,0.4635,8,0
write,94276.5866,5954.1840,0.0420,131072.0000,16384.0000,0.0070,0.3440,0.0080,0.3476,8,1
read,70803.5072,4458.3387,0.0567,131072.0000,16384.0000,0.0069,0.4594,0.0057,0.4628,8,1
write,94563.0988,5965.2779,0.0416,131072.0000,16384.0000,0.0063,0.3433,0.0106,0.3465,8,2
read,71010.4514,4468.5806,0.0565,131072.0000,16384.0000,0.0063,0.4583,0.0062,0.4615,8,2
write,93696.4737,5911.4871,0.0427,131072.0000,16384.0000,0.0064,0.3464,0.0066,0.3497,8,3
read,70094.9857,4411.7598,0.0572,131072.0000,16384.0000,0.0065,0.4642,0.0063,0.4675,8,3
write,94677.8788,5973.9444,0.0420,131072.0000,16384.0000,0.0064,0.3428,0.0073,0.3461,8,4
read,70905.3833,4462.6421,0.0567,131072.0000,16384.0000,0.0063,0.4589,0.0052,0.4621,8,4
write,95248.0623,6011.5589,0.0417,131072.0000,16384.0000,0.0066,0.3407,0.0069,0.3440,8,5
read,71062.0735,4473.3348,0.0564,131072.0000,16384.0000,0.0065,0.4578,0.0070,0.4611,8,5
write,95051.3668,5997.5609,0.0420,131072.0000,16384.0000,0.0064,0.3415,0.0053,0.3447,8,6
read,70928.0705,4463.8481,0.0570,131072.0000,16384.0000,0.0063,0.4588,0.0038,0.4620,8,6
write,95449.4844,6022.2049,0.0421,131072.0000,16384.0000,0.0063,0.3401,0.0033,0.3433,8,7
read,70915.9567,4462.6908,0.0566,131072.0000,16384.0000,0.0062,0.4589,0.0058,0.4621,8,7
write,94433.6060,5959.2938,0.0421,131072.0000,16384.0000,0.0065,0.3437,0.0077,0.3470,8,8
read,71074.4211,4473.8916,0.0566,131072.0000,16384.0000,0.0064,0.4578,0.0048,0.4610,8,8
write,95445.0433,6026.2608,0.0422,131072.0000,16384.0000,0.0068,0.3398,0.0034,0.3433,8,9
read,70958.6478,4467.5789,0.0568,131072.0000,16384.0000,0.0066,0.4584,0.0044,0.4618,8,9
