access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,2689690.1263,1346299.6470,0.0533,131072.0000,2048.0000,0.0073,3.5049,0.3015,3.5087,1536,0
read,2239207.3238,1120560.0408,0.0651,131072.0000,2048.0000,0.0072,4.2109,0.1205,4.2145,1536,0
write,3083625.9418,1543544.7855,0.0469,131072.0000,2048.0000,0.0069,3.0570,0.1363,3.0604,1536,1
read,2225038.2795,1113421.4160,0.0651,131072.0000,2048.0000,0.0071,4.2379,0.1150,4.2414,1536,1
write,2834305.0104,1418583.9412,0.0485,131072.0000,2048.0000,0.0069,3.3263,0.3418,3.3296,1536,2
read,2230940.4530,1116347.7016,0.0652,131072.0000,2048.0000,0.0076,4.2268,0.1400,4.2301,1536,2
write,2891683.8778,1447310.3574,0.0489,131072.0000,2048.0000,0.0067,3.2602,0.2329,3.2636,1536,3
read,2266516.0749,1134148.2637,0.0645,131072.0000,2048.0000,0.0065,4.1605,0.1086,4.1637,1536,3
write,2518927.9441,1260724.5366,0.0545,131072.0000,2048.0000,0.0074,3.7428,0.6017,3.7465,1536,4
read,2213098.6861,1107402.9195,0.0659,131072.0000,2048.0000,0.0066,4.2610,0.1193,4.2642,1536,4
write,2968458.6122,1485803.4338,0.0485,131072.0000,2048.0000,0.0068,3.1758,0.1575,3.1792,1536,5
read,2256176.3385,1128999.6562,0.0647,131072.0000,2048.0000,0.0068,4.1794,0.1108,4.1828,1536,5
write,3111212.1691,1557421.1264,0.0463,131072.0000,2048.0000,0.0072,3.0297,0.1176,3.0333,1536,6
read,2241249.3902,1121559.6207,0.0652,131072.0000,2048.0000,0.0073,4.2072,0.1072,4.2107,1536,6
write,3100891.3068,1552114.2716,0.0464,131072.0000,2048.0000,0.0066,3.0401,0.1291,3.0434,1536,7
read,2253374.3956,1127579.4610,0.0648,131072.0000,2048.0000,0.0067,4.1847,0.1084,4.1880,1536,7
