access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,782277.1301,392870.8111,0.0206,131072.0000,2048.0000,0.0092,1.3345,0.0359,1.3404,256,0
read,395155.2317,197833.7706,0.0409,131072.0000,2048.0000,0.0071,2.6501,0.0505,2.6536,256,0
write,791956.0786,396983.4014,0.0203,131072.0000,2048.0000,0.0065,1.3207,0.0311,1.3240,256,1
read,391618.0127,196049.5284,0.0414,131072.0000,2048.0000,0.0066,2.6743,0.0312,2.6775,256,1
write,798520.7933,400258.6921,0.0202,131072.0000,2048.0000,0.0064,1.3099,0.0268,1.3131,256,2
read,393239.1225,196857.5683,0.0413,131072.0000,2048.0000,0.0064,2.6633,0.0332,2.6665,256,2
write,800831.6527,401451.7202,0.0202,131072.0000,2048.0000,0.0066,1.3060,0.0269,1.3094,256,3
read,392995.0500,196741.5203,0.0415,131072.0000,2048.0000,0.0066,2.6649,0.0347,2.6682,256,3
write,785447.3594,393708.6164,0.0208,131072.0000,2048.0000,0.0065,1.3317,0.0228,1.3350,256,4
read,393740.7266,197113.3601,0.0413,131072.0000,2048.0000,0.0064,2.6598,0.0297,2.6631,256,4
write,802002.1232,402050.5744,0.0201,131072.0000,2048.0000,0.0067,1.3040,0.0241,1.3074,256,5
read,392919.6337,196708.2229,0.0414,131072.0000,2048.0000,0.0066,2.6653,0.0378,2.6687,256,5
write,803924.3287,402964.6552,0.0201,131072.0000,2048.0000,0.0075,1.3011,0.0274,1.3043,256,6
read,392129.7163,196299.3330,0.0416,131072.0000,2048.0000,0.0063,2.6709,0.0301,2.6741,256,6
write,803535.3925,402789.7254,0.0200,131072.0000,2048.0000,0.0064,1.3016,0.0234,1.3050,256,7
read,393837.2652,197159.3799,0.0412,131072.0000,2048.0000,0.0064,2.6592,0.0345,2.6625,256,7
write,795227.6918,398638.0926,0.0204,131072.0000,2048.0000,0.0066,1.3152,0.0252,1.3186,256,8
read,406428.4238,203471.5502,0.0397,131072.0000,2048.0000,0.0064,2.5767,0.0450,2.5800,256,8
write,787622.5496,394848.6807,0.0205,131072.0000,2048.0000,0.0068,1.3278,0.0265,1.3313,256,9
read,393001.5467,196751.1843,0.0412,131072.0000,2048.0000,0.0067,2.6647,0.0359,2.6681,256,9
