access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,629227.2106,40651.0588,0.0116,131072.0000,16384.0000,0.0065,0.1008,0.0077,0.1042,64,0
read,502257.3375,32156.0219,0.0150,131072.0000,16384.0000,0.0062,0.1274,0.0071,0.1305,64,0
write,627823.1058,40578.5659,0.0117,131072.0000,16384.0000,0.0067,0.1009,0.0071,0.1044,64,1
read,505538.3928,32413.5021,0.0154,131072.0000,16384.0000,0.0066,0.1264,0.0067,0.1296,64,1
write,625851.8940,40457.1104,0.0118,131072.0000,16384.0000,0.0068,0.1012,0.0071,0.1047,64,2
read,505831.4354,32465.1379,0.0152,131072.0000,16384.0000,0.0067,0.1262,0.0047,0.1296,64,2
write,626946.7519,40477.1276,0.0116,131072.0000,16384.0000,0.0066,0.1012,0.0081,0.1045,64,3
read,506335.5179,32464.6471,0.0151,131072.0000,16384.0000,0.0066,0.1262,0.0055,0.1294,64,3
write,629881.8205,40661.5461,0.0116,131072.0000,16384.0000,0.0064,0.1007,0.0082,0.1040,64,4
read,506867.7095,32476.7371,0.0150,131072.0000,16384.0000,0.0063,0.1261,0.0062,0.1293,64,4
write,630462.5911,40707.6001,0.0116,131072.0000,16384.0000,0.0066,0.1006,0.0077,0.1039,64,5
read,501860.2765,32200.2601,0.0152,131072.0000,16384.0000,0.0067,0.1272,0.0060,0.1306,64,5
write,630208.1916,40700.2707,0.0118,131072.0000,16384.0000,0.0066,0.1006,0.0069,0.1040,64,6
read,503956.2682,32312.4840,0.0152,131072.0000,16384.0000,0.0065,0.1268,0.0049,0.1300,64,6
write,632233.1583,40777.3610,0.0116,131072.0000,16384.0000,0.0063,0.1004,0.0076,0.1037,64,7
read,504281.7067,32296.7511,0.0151,131072.0000,16384.0000,0.0062,0.1268,0.0063,0.1300,64,7
write,636363.6314,41116.1989,0.0117,131072.0000,16384.0000,0.0066,0.0996,0.0058,0.1030,64,8
read,506871.4481,32510.4774,0.0150,131072.0000,16384.0000,0.0065,0.1260,0.0064,0.1293,64,8
write,630669.4420,40712.0376,0.0116,131072.0000,16384.0000,0.0065,0.1006,0.0076,0.1039,64,9
read,503139.9020,32246.8596,0.0151,131072.0000,16384.0000,0.0064,0.1270,0.0059,0.1303,64,9
