access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,630429.6955,39518.2460,0.1503,131072.0000,16384.0000,0.0072,1.2438,0.0655,1.2475,192,0
read,605185.5669,37927.4120,0.1597,131072.0000,16384.0000,0.0070,1.2959,0.0777,1.2995,192,0
write,630593.9667,39526.3456,0.1512,131072.0000,16384.0000,0.0071,1.2435,0.0700,1.2471,192,1
read,603098.4660,37792.5143,0.1571,131072.0000,16384.0000,0.0071,1.3006,0.0883,1.3040,192,1
write,633237.2785,39692.9339,0.1512,131072.0000,16384.0000,0.0073,1.2383,0.0587,1.2419,192,2
read,561353.4701,35170.7945,0.1550,131072.0000,16384.0000,0.0071,1.3975,0.1642,1.4010,192,2
write,632050.9551,39609.4189,0.1506,131072.0000,16384.0000,0.0065,1.2409,0.0788,1.2443,192,3
read,585402.9509,36681.3630,0.1639,131072.0000,16384.0000,0.0075,1.3400,0.1336,1.3434,192,3
write,635070.0684,39808.8616,0.1513,131072.0000,16384.0000,0.0072,1.2347,0.0705,1.2383,192,4
read,578092.1572,36226.0119,0.1580,131072.0000,16384.0000,0.0073,1.3568,0.1366,1.3604,192,4
write,633779.8054,39717.6646,0.1537,131072.0000,16384.0000,0.0068,1.2375,0.0677,1.2409,192,5
read,589903.3583,36967.5329,0.1603,131072.0000,16384.0000,0.0072,1.3296,0.1042,1.3332,192,5
write,632401.2806,39638.5188,0.1495,131072.0000,16384.0000,0.0072,1.2400,0.0559,1.2436,192,6
read,591025.0226,37036.9280,0.1580,131072.0000,16384.0000,0.0077,1.3271,0.0956,1.3306,192,6
write,632161.7909,39620.6243,0.1484,131072.0000,16384.0000,0.0069,1.2406,0.0627,1.2440,192,7
read,584714.3241,36634.9976,0.1646,131072.0000,16384.0000,0.0066,1.3417,0.1403,1.3450,192,7
write,630935.4374,39548.9874,0.1533,131072.0000,16384.0000,0.0072,1.2428,0.0791,1.2465,192,8
read,590021.1166,36969.5946,0.1604,131072.0000,16384.0000,0.0069,1.3295,0.0986,1.3329,192,8
write,631917.5191,39609.7994,0.1478,131072.0000,16384.0000,0.0071,1.2409,0.0692,1.2445,192,9
read,554874.1581,34763.3466,0.1640,131072.0000,16384.0000,0.0070,1.4139,0.2084,1.4173,192,9
