access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,630433.0291,39478.7153,0.2314,131072.0000,16384.0000,0.0073,1.8675,0.1471,1.8712,192,0
read,580390.9097,36338.4177,0.2449,131072.0000,16384.0000,0.0073,2.0289,0.1710,2.0325,192,0
write,632956.1403,39634.6425,0.2308,131072.0000,16384.0000,0.0071,1.8602,0.1438,1.8637,192,1
read,577030.9783,36127.9275,0.2489,131072.0000,16384.0000,0.0073,2.0407,0.1520,2.0443,192,1
write,618516.0354,38730.5013,0.2324,131072.0000,16384.0000,0.0071,1.9036,0.1393,1.9072,192,2
read,564629.9227,35350.3858,0.2547,131072.0000,16384.0000,0.0073,2.0856,0.2334,2.0892,192,2
write,631203.8315,39520.6980,0.2282,131072.0000,16384.0000,0.0067,1.8656,0.1715,1.8689,192,3
read,587593.5060,36785.7942,0.2449,131072.0000,16384.0000,0.0068,2.0043,0.1163,2.0076,192,3
write,631954.4848,39574.3695,0.2278,131072.0000,16384.0000,0.0073,1.8630,0.1540,1.8667,192,4
read,578501.5562,36216.1458,0.2529,131072.0000,16384.0000,0.0069,2.0358,0.1436,2.0391,192,4
write,633450.6986,39662.6577,0.2306,131072.0000,16384.0000,0.0067,1.8589,0.1393,1.8623,192,5
read,577202.0268,36133.3140,0.2468,131072.0000,16384.0000,0.0066,2.0404,0.1443,2.0437,192,5
write,632459.7666,39604.0443,0.2310,131072.0000,16384.0000,0.0070,1.8616,0.1327,1.8652,192,6
read,589414.3628,36904.2583,0.2482,131072.0000,16384.0000,0.0072,1.9978,0.1117,2.0014,192,6
write,631030.5908,39519.5162,0.2290,131072.0000,16384.0000,0.0075,1.8656,0.1319,1.8694,192,7
read,576393.1845,36092.4697,0.2504,131072.0000,16384.0000,0.0074,2.0428,0.1756,2.0466,192,7
write,632745.3594,39625.6277,0.2292,131072.0000,16384.0000,0.0073,1.8606,0.1350,1.8643,192,8
read,576888.4144,36120.5299,0.2505,131072.0000,16384.0000,0.0074,2.0412,0.1892,2.0448,192,8
write,629998.9960,39448.1510,0.2291,131072.0000,16384.0000,0.0068,1.8690,0.1407,1.8725,192,9
read,583999.4661,36560.2382,0.2487,131072.0000,16384.0000,0.0067,2.0166,0.1169,2.0199,192,9
