access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,1019489.3592,510946.8462,0.0240,131072.0000,2048.0000,0.0074,1.5392,0.0518,1.5428,384,0
read,662205.5444,331622.9955,0.0368,131072.0000,2048.0000,0.0083,2.3715,0.0469,2.3752,384,0
write,1023997.2890,513110.7284,0.0236,131072.0000,2048.0000,0.0068,1.5327,0.0526,1.5360,384,1
read,649097.7977,324995.6804,0.0373,131072.0000,2048.0000,0.0078,2.4198,0.0451,2.4232,384,1
write,1026991.3204,514606.7973,0.0236,131072.0000,2048.0000,0.0067,1.5282,0.0453,1.5315,384,2
read,660750.8970,330840.2193,0.0368,131072.0000,2048.0000,0.0070,2.3771,0.0408,2.3804,384,2
write,1034662.5975,518515.5950,0.0234,131072.0000,2048.0000,0.0069,1.5167,0.0390,1.5202,384,3
read,661789.5622,331354.7240,0.0367,131072.0000,2048.0000,0.0069,2.3734,0.0423,2.3767,384,3
write,1032615.2009,517449.3793,0.0234,131072.0000,2048.0000,0.0068,1.5198,0.0361,1.5232,384,4
read,665301.2957,333116.5986,0.0365,131072.0000,2048.0000,0.0068,2.3608,0.0407,2.3641,384,4
write,1032905.4110,517606.4167,0.0234,131072.0000,2048.0000,0.0069,1.5194,0.0409,1.5228,384,5
read,666312.8018,333637.7748,0.0364,131072.0000,2048.0000,0.0069,2.3571,0.0370,2.3605,384,5
write,1034812.8842,518600.7037,0.0232,131072.0000,2048.0000,0.0071,1.5164,0.0387,1.5200,384,6
read,661832.4516,331398.2682,0.0367,131072.0000,2048.0000,0.0070,2.3731,0.0395,2.3765,384,6
write,1036163.5256,519233.3724,0.0233,131072.0000,2048.0000,0.0068,1.5146,0.0390,1.5180,384,7
read,664362.4300,332645.9848,0.0365,131072.0000,2048.0000,0.0068,2.3642,0.0375,2.3675,384,7
write,1034941.1330,518706.7212,0.0234,131072.0000,2048.0000,0.0074,1.5161,0.0466,1.5198,384,8
read,664492.8535,332748.1980,0.0366,131072.0000,2048.0000,0.0073,2.3634,0.0339,2.3670,384,8
write,1022032.3754,512119.3916,0.0237,131072.0000,2048.0000,0.0067,1.5356,0.0393,1.5390,384,9
read,665032.3563,332975.5671,0.0366,131072.0000,2048.0000,0.0066,2.3618,0.0380,2.3651,384,9
