access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,1816151.4826,909455.1966,0.0394,131072.0000,2048.0000,0.0076,2.5942,0.1607,2.5981,768,0
read,1286222.8024,643761.5607,0.0566,131072.0000,2048.0000,0.0074,3.6649,0.0715,3.6686,768,0
write,1848934.4940,925795.2956,0.0389,131072.0000,2048.0000,0.0071,2.5484,0.1192,2.5521,768,1
read,1311181.1344,656169.0879,0.0555,131072.0000,2048.0000,0.0065,3.5956,0.0673,3.5987,768,1
write,1639291.9404,820702.0791,0.0430,131072.0000,2048.0000,0.0076,2.8747,0.3588,2.8784,768,2
read,1271487.1932,636318.4964,0.0569,131072.0000,2048.0000,0.0066,3.7077,0.0889,3.7111,768,2
write,1887461.6403,945102.0156,0.0386,131072.0000,2048.0000,0.0071,2.4963,0.0603,2.5000,768,3
read,1308911.1629,655118.0061,0.0558,131072.0000,2048.0000,0.0072,3.6013,0.0632,3.6050,768,3
write,1723470.0066,862845.6305,0.0417,131072.0000,2048.0000,0.0072,2.7343,0.2050,2.7378,768,4
read,1224986.5965,613009.2405,0.0595,131072.0000,2048.0000,0.0065,3.8487,0.0824,3.8520,768,4
write,1810945.3197,906635.5021,0.0396,131072.0000,2048.0000,0.0068,2.6023,0.1016,2.6056,768,5
read,1220730.1297,610904.1644,0.0593,131072.0000,2048.0000,0.0068,3.8620,0.0758,3.8654,768,5
write,1862110.5578,932356.6548,0.0390,131072.0000,2048.0000,0.0071,2.5305,0.0612,2.5340,768,6
read,1163319.6457,582154.3873,0.0626,131072.0000,2048.0000,0.0068,4.0527,0.0726,4.0561,768,6
write,1656938.7921,829480.0270,0.0427,131072.0000,2048.0000,0.0068,2.8443,0.1740,2.8478,768,7
read,1128916.5163,564901.8041,0.0644,131072.0000,2048.0000,0.0065,4.1765,0.0751,4.1798,768,7
write,1765496.8682,883829.0557,0.0409,131072.0000,2048.0000,0.0066,2.6694,0.0860,2.6727,768,8
read,1118138.6372,559507.3430,0.0649,131072.0000,2048.0000,0.0066,4.2167,0.0774,4.2200,768,8
write,1640332.0064,821158.7822,0.0434,131072.0000,2048.0000,0.0069,2.8731,0.1564,2.8766,768,9
read,1167178.6822,584063.6821,0.0625,131072.0000,2048.0000,0.0066,4.0394,0.0764,4.0427,768,9
