access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,2024778.8839,130043.1400,0.0144,131072.0000,16384.0000,0.0081,0.1260,0.0113,0.1295,256,0
read,1752089.7019,111933.3684,0.0167,131072.0000,16384.0000,0.0065,0.1464,0.0127,0.1496,256,0
write,2014167.0335,129237.7823,0.0151,131072.0000,16384.0000,0.0066,0.1268,0.0120,0.1302,256,1
read,1752031.0722,111897.2803,0.0173,131072.0000,16384.0000,0.0065,0.1464,0.0133,0.1496,256,1
write,2002013.1496,128436.3369,0.0147,131072.0000,16384.0000,0.0067,0.1276,0.0131,0.1309,256,2
read,1758293.0390,112391.5888,0.0166,131072.0000,16384.0000,0.0080,0.1458,0.0131,0.1491,256,2
write,2027799.8886,130047.3237,0.0141,131072.0000,16384.0000,0.0065,0.1260,0.0134,0.1293,256,3
read,1757750.5312,112276.0861,0.0168,131072.0000,16384.0000,0.0065,0.1459,0.0117,0.1491,256,3
write,2010432.6138,129081.2037,0.0143,131072.0000,16384.0000,0.0068,0.1269,0.0129,0.1304,256,4
read,1758295.8508,112375.4151,0.0171,131072.0000,16384.0000,0.0066,0.1458,0.0125,0.1491,256,4
write,2033511.6734,130341.0986,0.0138,131072.0000,16384.0000,0.0064,0.1257,0.0150,0.1289,256,5
read,1774805.6576,113351.9012,0.0167,131072.0000,16384.0000,0.0064,0.1445,0.0110,0.1477,256,5
write,2031711.7897,130292.1675,0.0147,131072.0000,16384.0000,0.0065,0.1257,0.0127,0.1290,256,6
read,1770572.9346,113070.4602,0.0175,131072.0000,16384.0000,0.0063,0.1449,0.0111,0.1481,256,6
write,2027519.4411,130120.4584,0.0147,131072.0000,16384.0000,0.0067,0.1259,0.0115,0.1293,256,7
read,1757267.3348,112287.6441,0.0167,131072.0000,16384.0000,0.0065,0.1459,0.0121,0.1492,256,7
write,2034237.7892,130567.6978,0.0146,131072.0000,16384.0000,0.0070,0.1255,0.0114,0.1289,256,8
read,1747756.1207,111723.1818,0.0167,131072.0000,16384.0000,0.0067,0.1466,0.0133,0.1500,256,8
write,2040523.5484,130899.2280,0.0143,131072.0000,16384.0000,0.0066,0.1252,0.0117,0.1285,256,9
read,1757728.0511,112290.0293,0.0168,131072.0000,16384.0000,0.0065,0.1459,0.0123,0.1491,256,9
