access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,1424203.2694,713808.4461,0.0225,131072.0000,2048.0000,0.0069,1.4690,0.0577,1.4725,512,0
read,899108.9984,450186.3997,0.0360,131072.0000,2048.0000,0.0065,2.3292,0.0385,2.3325,512,0
write,1414889.4178,709091.3990,0.0225,131072.0000,2048.0000,0.0067,1.4788,0.0728,1.4822,512,1
read,911667.2610,456509.1897,0.0354,131072.0000,2048.0000,0.0068,2.2969,0.0354,2.3003,512,1
write,1432965.5854,718113.7144,0.0224,131072.0000,2048.0000,0.0065,1.4602,0.0423,1.4635,512,2
read,921881.4381,461603.0230,0.0352,131072.0000,2048.0000,0.0066,2.2716,0.0395,2.2749,512,2
write,1443551.2005,723428.2357,0.0225,131072.0000,2048.0000,0.0065,1.4495,0.0417,1.4528,512,3
read,904843.4869,453056.6020,0.0359,131072.0000,2048.0000,0.0065,2.3144,0.0330,2.3177,512,3
write,1447900.3399,725633.0225,0.0223,131072.0000,2048.0000,0.0066,1.4451,0.0373,1.4484,512,4
read,909050.4463,455173.7286,0.0357,131072.0000,2048.0000,0.0065,2.3037,0.0356,2.3070,512,4
write,1445194.3479,724211.2407,0.0226,131072.0000,2048.0000,0.0063,1.4479,0.0389,1.4511,512,5
read,909766.1392,455511.8381,0.0357,131072.0000,2048.0000,0.0063,2.3020,0.0353,2.3052,512,5
write,1418998.4104,711203.6697,0.0229,131072.0000,2048.0000,0.0069,1.4744,0.0388,1.4779,512,6
read,928496.0099,464968.2689,0.0350,131072.0000,2048.0000,0.0069,2.2552,0.0389,2.2587,512,6
write,1444424.9616,723888.3274,0.0223,131072.0000,2048.0000,0.0066,1.4485,0.0404,1.4519,512,7
read,909145.7193,455222.5377,0.0356,131072.0000,2048.0000,0.0065,2.3034,0.0358,2.3067,512,7
write,1447045.2232,725200.0068,0.0222,131072.0000,2048.0000,0.0065,1.4459,0.0353,1.4493,512,8
read,904678.6720,452970.6974,0.0357,131072.0000,2048.0000,0.0064,2.3149,0.0350,2.3181,512,8
write,1438994.5438,721205.1100,0.0224,131072.0000,2048.0000,0.0067,1.4539,0.0500,1.4574,512,9
read,907446.3066,454382.1858,0.0358,131072.0000,2048.0000,0.0066,2.3077,0.0400,2.3110,512,9
