access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,1862703.4543,116670.9259,0.2021,131072.0000,16384.0000,0.0072,1.6851,0.2687,1.6888,768,0
read,1867242.0421,116961.6740,0.2025,131072.0000,16384.0000,0.0075,1.6810,0.1327,1.6847,768,0
write,2017797.1579,126419.2604,0.1850,131072.0000,16384.0000,0.0076,1.5552,0.1081,1.5590,768,1
read,1868755.3240,117064.2521,0.2039,131072.0000,16384.0000,0.0077,1.6795,0.1135,1.6833,768,1
write,1995936.9986,125045.7902,0.1856,131072.0000,16384.0000,0.0084,1.5723,0.1211,1.5761,768,2
read,1874748.0801,117422.3559,0.2024,131072.0000,16384.0000,0.0072,1.6744,0.1190,1.6779,768,2
write,2018995.1762,126475.6247,0.1889,131072.0000,16384.0000,0.0071,1.5545,0.1097,1.5581,768,3
read,1868914.9407,117044.1806,0.2003,131072.0000,16384.0000,0.0068,1.6798,0.1284,1.6832,768,3
write,2022347.9087,126682.4520,0.1885,131072.0000,16384.0000,0.0071,1.5520,0.1062,1.5555,768,4
read,1867092.7510,116938.5034,0.1984,131072.0000,16384.0000,0.0069,1.6813,0.1383,1.6848,768,4
write,2017108.0158,126380.4919,0.1837,131072.0000,16384.0000,0.0076,1.5557,0.1144,1.5595,768,5
read,1867752.1900,116987.4261,0.1970,131072.0000,16384.0000,0.0072,1.6806,0.1177,1.6842,768,5
write,2024420.9937,126822.8456,0.1884,131072.0000,16384.0000,0.0072,1.5503,0.1020,1.5539,768,6
read,1869390.5111,117084.4635,0.1990,131072.0000,16384.0000,0.0071,1.6792,0.1167,1.6828,768,6
write,2017621.2801,126416.0046,0.1865,131072.0000,16384.0000,0.0076,1.5552,0.1182,1.5591,768,7
read,1868943.7963,117064.9501,0.2010,131072.0000,16384.0000,0.0072,1.6795,0.1072,1.6832,768,7
write,2020172.6565,126559.2263,0.1903,131072.0000,16384.0000,0.0073,1.5535,0.1197,1.5572,768,8
read,1865090.0692,116819.4121,0.2050,131072.0000,16384.0000,0.0072,1.6830,0.1106,1.6866,768,8
write,2023533.0282,126777.6893,0.1848,131072.0000,16384.0000,0.0075,1.5508,0.1034,1.5546,768,9
read,1867006.0939,116936.1487,0.2029,131072.0000,16384.0000,0.0072,1.6813,0.1184,1.6849,768,9
