access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,1947791.2914,122162.1220,0.1312,131072.0000,16384.0000,0.0073,1.0729,0.0635,1.0767,512,0
read,1783207.3800,111783.4500,0.1426,131072.0000,16384.0000,0.0070,1.1726,0.0681,1.1761,512,0
write,1946652.4222,122052.2260,0.1326,131072.0000,16384.0000,0.0066,1.0739,0.0588,1.0773,512,1
read,1768445.6464,110831.1399,0.1440,131072.0000,16384.0000,0.0065,1.1826,0.0712,1.1859,512,1
write,1951933.8103,122353.5826,0.1300,131072.0000,16384.0000,0.0063,1.0713,0.0615,1.0744,512,2
read,1780461.2881,111568.3007,0.1445,131072.0000,16384.0000,0.0061,1.1748,0.0609,1.1779,512,2
write,1945063.5958,121945.3677,0.1299,131072.0000,16384.0000,0.0066,1.0748,0.0689,1.0782,512,3
read,1783832.6408,111799.3628,0.1446,131072.0000,16384.0000,0.0066,1.1724,0.0582,1.1756,512,3
write,1943084.5328,121824.0898,0.1283,131072.0000,16384.0000,0.0068,1.0759,0.0602,1.0793,512,4
read,1791502.1905,112285.6947,0.1415,131072.0000,16384.0000,0.0081,1.1673,0.0728,1.1706,512,4
write,1952363.1584,122415.6190,0.1327,131072.0000,16384.0000,0.0069,1.0707,0.0532,1.0742,512,5
read,1781053.9699,111635.2928,0.1402,131072.0000,16384.0000,0.0067,1.1741,0.0617,1.1775,512,5
write,1944578.5547,121936.0633,0.1303,131072.0000,16384.0000,0.0071,1.0749,0.0680,1.0785,512,6
read,1779405.2452,111540.8429,0.1431,131072.0000,16384.0000,0.0069,1.1751,0.0683,1.1786,512,6
write,1946359.5147,122023.8079,0.1304,131072.0000,16384.0000,0.0066,1.0742,0.0585,1.0775,512,7
read,1776657.2056,111348.0237,0.1450,131072.0000,16384.0000,0.0064,1.1771,0.0716,1.1804,512,7
write,1946157.1154,122016.5497,0.1305,131072.0000,16384.0000,0.0067,1.0742,0.0603,1.0776,512,8
read,1781125.0173,111630.6232,0.1410,131072.0000,16384.0000,0.0065,1.1742,0.0737,1.1774,512,8
write,1946249.2664,122007.6948,0.1305,131072.0000,16384.0000,0.0065,1.0743,0.0647,1.0775,512,9
read,1790614.8878,112214.2779,0.1447,131072.0000,16384.0000,0.0073,1.1681,0.0705,1.1712,512,9
