access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,878157.1815,55566.8572,0.0348,131072.0000,16384.0000,0.0070,0.2949,0.0205,0.2985,128,0
read,748224.1367,47223.4871,0.0419,131072.0000,16384.0000,0.0072,0.3469,0.0160,0.3504,128,0
write,877812.9458,55519.0462,0.0350,131072.0000,16384.0000,0.0069,0.2951,0.0197,0.2986,128,1
read,752589.1172,47500.7166,0.0421,131072.0000,16384.0000,0.0068,0.3449,0.0080,0.3483,128,1
write,888674.4930,56152.3092,0.0351,131072.0000,16384.0000,0.0063,0.2918,0.0210,0.2950,128,2
read,748501.7378,47203.8944,0.0425,131072.0000,16384.0000,0.0063,0.3471,0.0145,0.3502,128,2
write,886366.9640,56038.5657,0.0358,131072.0000,16384.0000,0.0066,0.2924,0.0179,0.2958,128,3
read,752368.7066,47472.9227,0.0425,131072.0000,16384.0000,0.0065,0.3451,0.0082,0.3484,128,3
write,883270.2809,55850.2408,0.0335,131072.0000,16384.0000,0.0067,0.2934,0.0253,0.2968,128,4
read,752107.2651,47466.0695,0.0415,131072.0000,16384.0000,0.0067,0.3452,0.0132,0.3485,128,4
write,886832.3745,56059.2744,0.0351,131072.0000,16384.0000,0.0065,0.2923,0.0225,0.2956,128,5
read,749387.8720,47278.9470,0.0423,131072.0000,16384.0000,0.0066,0.3465,0.0108,0.3498,128,5
write,885020.6726,55925.1456,0.0348,131072.0000,16384.0000,0.0063,0.2930,0.0169,0.2962,128,6
read,753304.7963,47510.0761,0.0421,131072.0000,16384.0000,0.0062,0.3449,0.0106,0.3480,128,6
write,890949.3050,56312.6694,0.0341,131072.0000,16384.0000,0.0064,0.2909,0.0178,0.2942,128,7
read,752485.0755,47469.6106,0.0419,131072.0000,16384.0000,0.0064,0.3451,0.0103,0.3484,128,7
write,889012.9253,56187.7076,0.0343,131072.0000,16384.0000,0.0064,0.2916,0.0196,0.2949,128,8
read,754086.9970,47571.2167,0.0418,131072.0000,16384.0000,0.0063,0.3444,0.0102,0.3476,128,8
write,884915.9663,55892.1682,0.0350,131072.0000,16384.0000,0.0061,0.2931,0.0217,0.2962,128,9
read,750924.3052,47345.0710,0.0426,131072.0000,16384.0000,0.0060,0.3461,0.0106,0.3491,128,9
