access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,191600.5153,96048.8421,0.0209,131072.0000,2048.0000,0.0067,1.3646,0.0325,1.3682,64,0
read,96963.8533,48540.9237,0.0417,131072.0000,2048.0000,0.0065,2.7002,0.0337,2.7035,64,0
write,194140.0565,97303.5673,0.0208,131072.0000,2048.0000,0.0063,1.3470,0.0244,1.3503,64,1
read,96838.3411,48476.2580,0.0421,131072.0000,2048.0000,0.0064,2.7038,0.0274,2.7070,64,1
write,191680.5135,96070.3096,0.0211,131072.0000,2048.0000,0.0064,1.3643,0.0273,1.3676,64,2
read,97181.8299,48649.8764,0.0418,131072.0000,2048.0000,0.0065,2.6942,0.0312,2.6975,64,2
write,194833.0412,97657.2828,0.0207,131072.0000,2048.0000,0.0065,1.3422,0.0240,1.3455,64,3
read,97189.9391,48653.7729,0.0419,131072.0000,2048.0000,0.0065,2.6940,0.0302,2.6972,64,3
write,191535.1300,96002.4151,0.0211,131072.0000,2048.0000,0.0065,1.3653,0.0221,1.3686,64,4
read,97319.8966,48719.6171,0.0418,131072.0000,2048.0000,0.0065,2.6903,0.0239,2.6936,64,4
write,195942.3395,98205.5440,0.0208,131072.0000,2048.0000,0.0062,1.3347,0.0151,1.3379,64,5
read,97370.3317,48741.9189,0.0419,131072.0000,2048.0000,0.0062,2.6891,0.0235,2.6922,64,5
write,195530.7823,97997.6103,0.0208,131072.0000,2048.0000,0.0062,1.3375,0.0200,1.3407,64,6
read,96620.5085,48365.9659,0.0420,131072.0000,2048.0000,0.0061,2.7100,0.0317,2.7131,64,6
write,195365.6502,97932.8790,0.0208,131072.0000,2048.0000,0.0067,1.3384,0.0181,1.3418,64,7
read,97255.2401,48688.4169,0.0418,131072.0000,2048.0000,0.0066,2.6921,0.0250,2.6954,64,7
write,194828.0008,97649.7198,0.0208,131072.0000,2048.0000,0.0063,1.3423,0.0292,1.3455,64,8
read,97292.3139,48704.3982,0.0418,131072.0000,2048.0000,0.0063,2.6912,0.0320,2.6944,64,8
write,192213.0379,96347.5615,0.0212,131072.0000,2048.0000,0.0065,1.3604,0.0155,1.3638,64,9
read,97202.3289,48659.9871,0.0419,131072.0000,2048.0000,0.0064,2.6936,0.0292,2.6969,64,9
