access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,1172674.8091,75543.9677,0.0126,131072.0000,16384.0000,0.0068,0.1084,0.0086,0.1118,128,0
read,1058046.7747,67818.4409,0.0144,131072.0000,16384.0000,0.0061,0.1208,0.0076,0.1239,128,0
write,1171058.6256,75460.5155,0.0125,131072.0000,16384.0000,0.0066,0.1086,0.0086,0.1119,128,1
read,1051842.1419,67513.2844,0.0144,131072.0000,16384.0000,0.0066,0.1213,0.0062,0.1246,128,1
write,1166494.0491,75137.4141,0.0125,131072.0000,16384.0000,0.0069,0.1090,0.0099,0.1124,128,2
read,1046492.1495,67152.0144,0.0143,131072.0000,16384.0000,0.0065,0.1220,0.0085,0.1252,128,2
write,1172682.3134,75427.2194,0.0123,131072.0000,16384.0000,0.0062,0.1086,0.0101,0.1118,128,3
read,1039198.6184,66585.4142,0.0144,131072.0000,16384.0000,0.0062,0.1230,0.0094,0.1261,128,3
write,1181531.1577,76131.6546,0.0125,131072.0000,16384.0000,0.0065,0.1076,0.0090,0.1109,128,4
read,1057851.3268,67900.5956,0.0144,131072.0000,16384.0000,0.0064,0.1206,0.0069,0.1239,128,4
write,1176270.3240,75765.6855,0.0124,131072.0000,16384.0000,0.0065,0.1081,0.0090,0.1114,128,5
read,1065123.0645,68363.4399,0.0144,131072.0000,16384.0000,0.0065,0.1198,0.0067,0.1231,128,5
write,1170285.8339,75465.4876,0.0125,131072.0000,16384.0000,0.0067,0.1086,0.0086,0.1120,128,6
read,1060858.1985,68123.6671,0.0141,131072.0000,16384.0000,0.0065,0.1203,0.0072,0.1236,128,6
write,1170046.7245,75445.9345,0.0125,131072.0000,16384.0000,0.0067,0.1086,0.0098,0.1120,128,7
read,1057568.4626,67927.5770,0.0145,131072.0000,16384.0000,0.0066,0.1206,0.0073,0.1239,128,7
write,1178557.4778,75878.6250,0.0123,131072.0000,16384.0000,0.0064,0.1080,0.0095,0.1112,128,8
read,1064968.3155,68337.3344,0.0143,131072.0000,16384.0000,0.0063,0.1199,0.0066,0.1231,128,8
write,1166682.1881,75089.1381,0.0126,131072.0000,16384.0000,0.0064,0.1091,0.0096,0.1123,128,9
read,1060694.4536,68058.6275,0.0145,131072.0000,16384.0000,0.0063,0.1204,0.0067,0.1236,128,9
