access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,129895.1620,8175.7316,0.0606,131072.0000,16384.0000,0.0067,0.5010,0.0161,0.5045,16,0
read,106069.4863,6664.0532,0.0735,131072.0000,16384.0000,0.0065,0.6146,0.0266,0.6179,16,0
write,130697.1377,8225.0823,0.0611,131072.0000,16384.0000,0.0066,0.4980,0.0150,0.5014,16,1
read,105960.6426,6657.7596,0.0754,131072.0000,16384.0000,0.0066,0.6152,0.0137,0.6185,16,1
write,131635.1593,8280.2811,0.0599,131072.0000,16384.0000,0.0062,0.4947,0.0157,0.4979,16,2
read,106194.7979,6670.8586,0.0761,131072.0000,16384.0000,0.0063,0.6140,0.0088,0.6171,16,2
write,131564.0276,8275.1519,0.0603,131072.0000,16384.0000,0.0061,0.4950,0.0140,0.4981,16,3
read,105885.9879,6650.8186,0.0756,131072.0000,16384.0000,0.0061,0.6159,0.0126,0.6189,16,3
write,131301.5262,8257.7977,0.0602,131072.0000,16384.0000,0.0061,0.4960,0.0172,0.4991,16,4
read,106275.8875,6675.3039,0.0754,131072.0000,16384.0000,0.0060,0.6136,0.0108,0.6167,16,4
write,132536.4948,8338.6777,0.0614,131072.0000,16384.0000,0.0064,0.4912,0.0157,0.4945,16,5
read,105329.6354,6617.5097,0.0751,131072.0000,16384.0000,0.0064,0.6190,0.0178,0.6222,16,5
write,131685.6723,8286.4476,0.0599,131072.0000,16384.0000,0.0066,0.4943,0.0150,0.4977,16,6
read,106479.8350,6691.0068,0.0752,131072.0000,16384.0000,0.0065,0.6122,0.0136,0.6155,16,6
write,129472.9978,8146.2182,0.0613,131072.0000,16384.0000,0.0066,0.5028,0.0168,0.5062,16,7
read,105339.9688,6618.9553,0.0766,131072.0000,16384.0000,0.0065,0.6188,0.0088,0.6221,16,7
write,127352.3305,8009.4647,0.0627,131072.0000,16384.0000,0.0063,0.5114,0.0221,0.5146,16,8
read,105605.4560,6633.7586,0.0753,131072.0000,16384.0000,0.0061,0.6174,0.0149,0.6206,16,8
write,131203.2563,8256.1508,0.0613,131072.0000,16384.0000,0.0066,0.4961,0.0152,0.4995,16,9
read,106280.2021,6678.4957,0.0747,131072.0000,16384.0000,0.0065,0.6133,0.0155,0.6166,16,9
