access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,1462129.8935,732966.4614,0.0221,131072.0000,2048.0000,0.0073,1.4306,0.0625,1.4343,512,0
read,771137.9532,386060.9855,0.0419,131072.0000,2048.0000,0.0071,2.7161,0.0526,2.7196,512,0
write,1445915.8278,724655.1352,0.0221,131072.0000,2048.0000,0.0068,1.4470,0.0502,1.4504,512,1
read,777721.3503,389344.0641,0.0416,131072.0000,2048.0000,0.0069,2.6932,0.0450,2.6965,512,1
write,1473140.1003,738259.6077,0.0218,131072.0000,2048.0000,0.0066,1.4203,0.0476,1.4236,512,2
read,778941.2004,389936.0771,0.0414,131072.0000,2048.0000,0.0079,2.6891,0.0520,2.6923,512,2
write,1483888.9461,743642.4587,0.0216,131072.0000,2048.0000,0.0065,1.4101,0.0400,1.4133,512,3
read,771823.8676,386361.3014,0.0417,131072.0000,2048.0000,0.0064,2.7140,0.0503,2.7171,512,3
write,1492436.1000,748070.7804,0.0217,131072.0000,2048.0000,0.0070,1.4017,0.0339,1.4052,512,4
read,771501.0916,386235.4883,0.0419,131072.0000,2048.0000,0.0070,2.7149,0.0570,2.7183,512,4
write,1489557.2106,746561.3238,0.0217,131072.0000,2048.0000,0.0068,1.4045,0.0398,1.4079,512,5
read,776703.9511,388829.3559,0.0417,131072.0000,2048.0000,0.0068,2.6968,0.0580,2.7001,512,5
write,1462161.4897,732803.0555,0.0222,131072.0000,2048.0000,0.0068,1.4309,0.0391,1.4343,512,6
read,779503.7196,390232.5862,0.0416,131072.0000,2048.0000,0.0068,2.6871,0.0484,2.6904,512,6
write,1487487.3841,745444.1204,0.0216,131072.0000,2048.0000,0.0065,1.4066,0.0424,1.4099,512,7
read,774585.9780,387743.1192,0.0417,131072.0000,2048.0000,0.0064,2.7043,0.0517,2.7074,512,7
write,1493899.1310,748709.5640,0.0216,131072.0000,2048.0000,0.0067,1.4005,0.0377,1.4038,512,8
read,769778.1286,385349.6241,0.0418,131072.0000,2048.0000,0.0066,2.7211,0.0506,2.7244,512,8
write,1493764.9258,748692.9949,0.0215,131072.0000,2048.0000,0.0068,1.4005,0.0367,1.4039,512,9
read,776123.6178,388530.8557,0.0417,131072.0000,2048.0000,0.0078,2.6988,0.0463,2.7021,512,9
