access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,2491984.3638,1248788.7080,0.0256,131072.0000,2048.0000,0.0072,1.6793,0.0736,1.6831,1024,0
read,1716573.7625,859499.4223,0.0374,131072.0000,2048.0000,0.0068,2.4400,0.0564,2.4434,1024,0
write,2493817.4118,1249389.8383,0.0258,131072.0000,2048.0000,0.0065,1.6785,0.0727,1.6819,1024,1
read,1676515.1082,839358.6953,0.0385,131072.0000,2048.0000,0.0075,2.4985,0.0549,2.5018,1024,1
write,2444357.2854,1224597.1892,0.0263,131072.0000,2048.0000,0.0081,1.7125,0.0638,1.7159,1024,2
read,1730525.4541,866453.1640,0.0373,131072.0000,2048.0000,0.0067,2.4204,0.0496,2.4237,1024,2
write,2509607.2267,1257299.5821,0.0257,131072.0000,2048.0000,0.0065,1.6680,0.0573,1.6713,1024,3
read,1723176.1354,862741.4981,0.0376,131072.0000,2048.0000,0.0065,2.4308,0.0569,2.4341,1024,3
write,2506588.2085,1255751.0781,0.0253,131072.0000,2048.0000,0.0064,1.6700,0.0603,1.6733,1024,4
read,1728329.0436,865314.5652,0.0373,131072.0000,2048.0000,0.0063,2.4236,0.0488,2.4268,1024,4
write,2512016.7781,1258494.9330,0.0254,131072.0000,2048.0000,0.0064,1.6664,0.0604,1.6697,1024,5
read,1727470.6309,864883.3656,0.0376,131072.0000,2048.0000,0.0063,2.4248,0.0456,2.4280,1024,5
write,2496043.7224,1250356.6908,0.0258,131072.0000,2048.0000,0.0061,1.6772,0.0649,1.6804,1024,6
read,1726243.5548,864259.2796,0.0375,131072.0000,2048.0000,0.0062,2.4265,0.0481,2.4297,1024,6
write,2478578.0456,1241777.9348,0.0255,131072.0000,2048.0000,0.0066,1.6888,0.0860,1.6922,1024,7
read,1713095.7290,857715.4297,0.0377,131072.0000,2048.0000,0.0066,2.4450,0.0473,2.4484,1024,7
write,2044521.8092,1023804.4855,0.0295,131072.0000,2048.0000,0.0060,2.0484,0.3716,2.0515,1024,8
read,1653307.5570,827652.4279,0.0389,131072.0000,2048.0000,0.0060,2.5339,0.0657,2.5369,1024,8
write,2513186.3092,1259213.4154,0.0256,131072.0000,2048.0000,0.0082,1.6654,0.0578,1.6689,1024,9
read,1728792.8869,865582.7076,0.0375,131072.0000,2048.0000,0.0065,2.4228,0.0517,2.4261,1024,9
