access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,104950.7226,52630.9867,0.0194,131072.0000,2048.0000,0.0070,1.2452,0.0288,1.2489,32,0
read,57161.0008,28623.6635,0.0356,131072.0000,2048.0000,0.0068,2.2896,0.0257,2.2930,32,0
write,106409.6372,53350.0895,0.0191,131072.0000,2048.0000,0.0065,1.2284,0.0240,1.2318,32,1
read,57469.6973,28776.2682,0.0355,131072.0000,2048.0000,0.0066,2.2774,0.0180,2.2807,32,1
write,107306.1520,53802.9251,0.0189,131072.0000,2048.0000,0.0067,1.2181,0.0140,1.2215,32,2
read,43962.1065,22005.9184,0.0454,131072.0000,2048.0000,0.0067,2.9781,0.1130,2.9815,32,2
write,48482.5552,24271.6663,0.0374,131072.0000,2048.0000,0.0065,2.7001,0.3497,2.7035,32,3
read,33336.9523,16682.4152,0.0572,131072.0000,2048.0000,0.0066,3.9284,0.3525,3.9317,32,3
write,48252.0111,24153.7730,0.0390,131072.0000,2048.0000,0.0061,2.7133,0.3933,2.7164,32,4
read,30713.5401,15367.7605,0.0591,131072.0000,2048.0000,0.0060,4.2645,0.4837,4.2676,32,4
write,46363.6533,23208.3928,0.0375,131072.0000,2048.0000,0.0063,2.8238,0.6216,2.8270,32,5
read,31863.7992,15944.1682,0.0602,131072.0000,2048.0000,0.0062,4.1103,0.4192,4.1135,32,5
write,46475.9052,23266.2072,0.0382,131072.0000,2048.0000,0.0067,2.8168,0.4773,2.8202,32,6
read,36832.9711,18433.9838,0.0529,131072.0000,2048.0000,0.0067,3.5552,0.2014,3.5586,32,6
write,109048.3731,54670.2372,0.0186,131072.0000,2048.0000,0.0062,1.1988,0.0076,1.2020,32,7
read,57580.3253,28830.1756,0.0353,131072.0000,2048.0000,0.0062,2.2732,0.0191,2.2763,32,7
write,106333.9374,53312.0327,0.0190,131072.0000,2048.0000,0.0065,1.2293,0.0110,1.2326,32,8
read,57445.4184,28764.3978,0.0353,131072.0000,2048.0000,0.0065,2.2784,0.0168,2.2817,32,8
write,108895.0981,54595.5960,0.0186,131072.0000,2048.0000,0.0063,1.2004,0.0075,1.2037,32,9
read,57575.4950,28827.9290,0.0352,131072.0000,2048.0000,0.0062,2.2734,0.0179,2.2765,32,9
