access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,392411.7499,196733.5997,0.0203,131072.0000,2048.0000,0.0069,1.3325,0.0485,1.3361,128,0
read,227910.0831,114121.8840,0.0354,131072.0000,2048.0000,0.0067,2.2971,0.0302,2.3004,128,0
write,397116.8888,199041.7545,0.0204,131072.0000,2048.0000,0.0063,1.3170,0.0411,1.3202,128,1
read,228297.7232,114305.3033,0.0355,131072.0000,2048.0000,0.0063,2.2934,0.0321,2.2965,128,1
write,392709.7931,196845.4622,0.0205,131072.0000,2048.0000,0.0065,1.3317,0.0334,1.3351,128,2
read,228502.5919,114413.8522,0.0356,131072.0000,2048.0000,0.0066,2.2912,0.0235,2.2945,128,2
write,399548.5377,200279.3184,0.0202,131072.0000,2048.0000,0.0065,1.3089,0.0272,1.3122,128,3
read,229113.0123,114718.8196,0.0355,131072.0000,2048.0000,0.0065,2.2851,0.0268,2.2883,128,3
write,401747.0707,201372.1048,0.0203,131072.0000,2048.0000,0.0063,1.3018,0.0237,1.3050,128,4
read,229101.8890,114708.4910,0.0355,131072.0000,2048.0000,0.0062,2.2853,0.0225,2.2884,128,4
write,392684.8279,196812.2001,0.0205,131072.0000,2048.0000,0.0062,1.3319,0.0235,1.3351,128,5
read,229066.4734,114689.6218,0.0355,131072.0000,2048.0000,0.0062,2.2857,0.0249,2.2888,128,5
write,400195.7564,200590.4408,0.0200,131072.0000,2048.0000,0.0063,1.3069,0.0263,1.3101,128,6
read,228558.2612,114436.9779,0.0354,131072.0000,2048.0000,0.0063,2.2907,0.0283,2.2939,128,6
write,401116.4116,201045.0259,0.0202,131072.0000,2048.0000,0.0062,1.3039,0.0256,1.3071,128,7
read,228142.9398,114225.6108,0.0357,131072.0000,2048.0000,0.0061,2.2950,0.0248,2.2981,128,7
write,400472.3403,200741.3985,0.0200,131072.0000,2048.0000,0.0064,1.3059,0.0250,1.3092,128,8
read,229192.3152,114758.3080,0.0353,131072.0000,2048.0000,0.0064,2.2843,0.0282,2.2875,128,8
write,400821.0375,200923.2738,0.0203,131072.0000,2048.0000,0.0065,1.3047,0.0260,1.3080,128,9
read,229850.8688,115088.1572,0.0354,131072.0000,2048.0000,0.0064,2.2778,0.0246,2.2810,128,9
