access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,3044683.9762,1525226.4908,0.0313,131072.0000,2048.0000,0.0076,2.0625,0.0979,2.0664,1536,0
read,2045644.0999,1024057.6122,0.0470,131072.0000,2048.0000,0.0075,3.0718,0.0785,3.0755,1536,0
write,2569081.2056,1286296.9520,0.0374,131072.0000,2048.0000,0.0075,2.4456,0.1042,2.4489,1536,1
read,2068191.8519,1035202.2745,0.0465,131072.0000,2048.0000,0.0067,3.0388,0.0803,3.0420,1536,1
write,3067870.1625,1536637.1264,0.0316,131072.0000,2048.0000,0.0072,2.0472,0.0919,2.0508,1536,2
read,2079073.2060,1040691.7311,0.0465,131072.0000,2048.0000,0.0071,3.0227,0.0745,3.0261,1536,2
write,2496135.0958,1249732.9672,0.0375,131072.0000,2048.0000,0.0068,2.5171,0.2896,2.5205,1536,3
read,2074537.5199,1038391.7999,0.0465,131072.0000,2048.0000,0.0080,3.0294,0.0780,3.0327,1536,3
write,2481750.4739,1242423.4566,0.0366,131072.0000,2048.0000,0.0064,2.5319,0.4175,2.5351,1536,4
read,2051613.7797,1026839.5408,0.0469,131072.0000,2048.0000,0.0063,3.0635,0.0836,3.0666,1536,4
write,2472616.4065,1238009.6211,0.0373,131072.0000,2048.0000,0.0070,2.5410,0.2782,2.5445,1536,5
read,2075501.0229,1038900.0353,0.0467,131072.0000,2048.0000,0.0068,3.0279,0.0730,3.0313,1536,5
write,3000173.2763,1502567.1184,0.0316,131072.0000,2048.0000,0.0068,2.0936,0.1287,2.0970,1536,6
read,2081850.9585,1042063.4513,0.0463,131072.0000,2048.0000,0.0067,3.0187,0.0773,3.0220,1536,6
write,2880198.3184,1442279.9033,0.0329,131072.0000,2048.0000,0.0066,2.1811,0.1342,2.1844,1536,7
read,2096693.4336,1049582.2146,0.0461,131072.0000,2048.0000,0.0080,2.9971,0.0690,3.0007,1536,7
write,2954126.2304,1479418.0449,0.0317,131072.0000,2048.0000,0.0068,2.1263,0.1518,2.1297,1536,8
read,2065638.7637,1033946.6577,0.0471,131072.0000,2048.0000,0.0067,3.0424,0.0813,3.0458,1536,8
write,2661840.0462,1332951.4078,0.0339,131072.0000,2048.0000,0.0071,2.3600,0.2311,2.3636,1536,9
read,2081851.1228,1042082.7924,0.0465,131072.0000,2048.0000,0.0066,3.0187,0.1015,3.0220,1536,9
