access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,390255.4745,196174.4737,0.0100,131072.0000,2048.0000,0.0069,0.6681,0.0290,0.6717,128,0
read,194771.1243,97628.4075,0.0207,131072.0000,2048.0000,0.0066,1.3426,0.0243,1.3459,128,0
write,394533.0844,198259.5945,0.0101,131072.0000,2048.0000,0.0065,0.6611,0.0250,0.6644,128,1
read,195219.7549,97848.2362,0.0207,131072.0000,2048.0000,0.0065,1.3395,0.0226,1.3428,128,1
write,394968.8888,198488.0816,0.0100,131072.0000,2048.0000,0.0066,0.6604,0.0246,0.6637,128,2
read,195803.5666,98144.0069,0.0207,131072.0000,2048.0000,0.0066,1.3355,0.0198,1.3388,128,2
write,397988.7673,199992.7294,0.0100,131072.0000,2048.0000,0.0064,0.6554,0.0202,0.6587,128,3
read,194992.9164,97730.3361,0.0207,131072.0000,2048.0000,0.0063,1.3412,0.0236,1.3444,128,3
write,392236.8350,197161.2713,0.0101,131072.0000,2048.0000,0.0069,0.6648,0.0166,0.6683,128,4
read,197092.0364,98803.1092,0.0204,131072.0000,2048.0000,0.0068,1.3266,0.0273,1.3301,128,4
write,398903.1921,200437.3714,0.0100,131072.0000,2048.0000,0.0063,0.6539,0.0175,0.6572,128,5
read,199671.8530,100083.6915,0.0203,131072.0000,2048.0000,0.0064,1.3096,0.0235,1.3129,128,5
write,397720.5654,199870.0682,0.0100,131072.0000,2048.0000,0.0065,0.6558,0.0163,0.6591,128,6
read,201724.3401,101115.5263,0.0199,131072.0000,2048.0000,0.0064,1.2963,0.0243,1.2995,128,6
write,398479.3174,200259.7298,0.0100,131072.0000,2048.0000,0.0065,0.6545,0.0147,0.6579,128,7
read,201717.0494,101111.1560,0.0199,131072.0000,2048.0000,0.0064,1.2963,0.0226,1.2996,128,7
write,396916.5480,199467.6615,0.0100,131072.0000,2048.0000,0.0065,0.6571,0.0189,0.6605,128,8
read,198335.6626,99415.2176,0.0204,131072.0000,2048.0000,0.0065,1.3184,0.0286,1.3217,128,8
write,387380.1813,194655.0928,0.0104,131072.0000,2048.0000,0.0065,0.6734,0.0163,0.6767,128,9
read,197470.6119,98978.0592,0.0206,131072.0000,2048.0000,0.0064,1.3243,0.0204,1.3275,128,9
