access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,162347.0495,10191.1322,0.1000,131072.0000,16384.0000,0.0068,0.8038,0.0217,0.8074,32,0
read,139671.8879,8759.6529,0.1104,131072.0000,16384.0000,0.0065,0.9352,0.0517,0.9384,32,0
write,162519.5373,10199.9903,0.0975,131072.0000,16384.0000,0.0065,0.8031,0.0299,0.8065,32,1
read,139146.6657,8726.0501,0.1158,131072.0000,16384.0000,0.0064,0.9388,0.0278,0.9420,32,1
write,162051.9745,10168.3497,0.0974,131072.0000,16384.0000,0.0062,0.8056,0.0261,0.8088,32,2
read,141017.2304,8842.3255,0.1116,131072.0000,16384.0000,0.0061,0.9265,0.0398,0.9295,32,2
write,160424.1672,10068.1741,0.0988,131072.0000,16384.0000,0.0065,0.8137,0.0341,0.8170,32,3
read,140878.3938,8835.3656,0.1134,131072.0000,16384.0000,0.0064,0.9272,0.0237,0.9304,32,3
write,160711.3654,10084.7550,0.1002,131072.0000,16384.0000,0.0064,0.8123,0.0223,0.8156,32,4
read,141400.4642,8867.2215,0.1141,131072.0000,16384.0000,0.0061,0.9239,0.0399,0.9270,32,4
write,162149.6238,10174.8055,0.0985,131072.0000,16384.0000,0.0063,0.8051,0.0262,0.8083,32,5
read,140570.6569,8814.5537,0.1149,131072.0000,16384.0000,0.0060,0.9294,0.0373,0.9324,32,5
write,162000.3058,10167.8833,0.0979,131072.0000,16384.0000,0.0067,0.8057,0.0222,0.8091,32,6
read,142094.2819,8912.2714,0.1125,131072.0000,16384.0000,0.0064,0.9192,0.0232,0.9224,32,6
write,162559.2796,10202.8495,0.0992,131072.0000,16384.0000,0.0066,0.8029,0.0233,0.8063,32,7
read,141708.4885,8886.8624,0.1118,131072.0000,16384.0000,0.0062,0.9218,0.0345,0.9249,32,7
write,161365.4569,10126.5589,0.0956,131072.0000,16384.0000,0.0065,0.8090,0.0439,0.8123,32,8
read,139096.1801,8723.5134,0.1107,131072.0000,16384.0000,0.0064,0.9391,0.0533,0.9423,32,8
write,163068.0779,10233.6051,0.0992,131072.0000,16384.0000,0.0064,0.8005,0.0319,0.8038,32,9
read,141629.4867,8882.0451,0.1143,131072.0000,16384.0000,0.0062,0.9223,0.0270,0.9255,32,9
