access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,366661.5404,23154.9136,0.0435,131072.0000,16384.0000,0.0070,0.3538,0.0079,0.3575,32,0
read,297071.3660,18712.5587,0.0538,131072.0000,16384.0000,0.0068,0.4378,0.0071,0.4412,32,0
write,368413.4858,23238.5871,0.0430,131072.0000,16384.0000,0.0064,0.3525,0.0085,0.3558,32,1
read,299491.1368,18855.1181,0.0538,131072.0000,16384.0000,0.0064,0.4345,0.0044,0.4376,32,1
write,366553.9716,23115.9692,0.0431,131072.0000,16384.0000,0.0062,0.3544,0.0104,0.3576,32,2
read,299330.3532,18843.2784,0.0537,131072.0000,16384.0000,0.0063,0.4347,0.0050,0.4379,32,2
write,366812.4875,23139.1487,0.0430,131072.0000,16384.0000,0.0064,0.3540,0.0101,0.3573,32,3
read,300361.4756,18911.9588,0.0536,131072.0000,16384.0000,0.0064,0.4332,0.0045,0.4364,32,3
write,367089.9963,23153.7434,0.0434,131072.0000,16384.0000,0.0063,0.3538,0.0087,0.3571,32,4
read,300270.5896,18905.5072,0.0536,131072.0000,16384.0000,0.0063,0.4333,0.0045,0.4365,32,4
write,368093.7957,23218.5025,0.0434,131072.0000,16384.0000,0.0064,0.3528,0.0078,0.3561,32,5
read,300267.1456,18905.4135,0.0535,131072.0000,16384.0000,0.0063,0.4333,0.0052,0.4365,32,5
write,366681.1051,23136.9205,0.0431,131072.0000,16384.0000,0.0066,0.3541,0.0094,0.3575,32,6
read,299908.4131,18888.0683,0.0536,131072.0000,16384.0000,0.0066,0.4337,0.0050,0.4370,32,6
write,368615.5515,23247.2347,0.0432,131072.0000,16384.0000,0.0062,0.3524,0.0069,0.3556,32,7
read,295203.8745,18580.8967,0.0545,131072.0000,16384.0000,0.0061,0.4409,0.0050,0.4440,32,7
write,365269.9939,23048.6564,0.0435,131072.0000,16384.0000,0.0067,0.3554,0.0102,0.3588,32,8
read,299841.1848,18885.4106,0.0537,131072.0000,16384.0000,0.0066,0.4338,0.0044,0.4371,32,8
write,364388.4793,22980.3204,0.0438,131072.0000,16384.0000,0.0062,0.3565,0.0100,0.3597,32,9
read,298367.6458,18781.1090,0.0536,131072.0000,16384.0000,0.0061,0.4362,0.0072,0.4393,32,9
